109.88,40.62
116.39,39.933
125.32,43.88
112.95,28.22
104.06,30.66
106.52,29.52
123.92,41.87
119.32,26.06
113.26,23.12
106.63,26.65
110.36,20.02
120.21,30.28
126.61,45.77
117.22,31.82
114.17,22.32
111.67,40.83
126.57,43.85
116.99,36.70
102.80,24.93
103.83,36.06
91.14,29.65
112.44,34.62
115.85,28.68
118.71,32.03
108.31,22.79
123.93,47.34
121.49,31.23
123.43,41.79
114.52,38.05
112.55,37.87
118.16,39.63
117.22,39.10
87.59,43.83
114.28,30.53
108.93,34.27
101.78,36.62
106.23,38.47
113.67,34.77
