section;wkt
645;LINESTRING(97.537833 24.460964,97.588661 24.436826)
646;LINESTRING(93.551685 35.742365,93.551685 35.742365)
646;LINESTRING(93.551685 35.742365,93.551685 35.742365)
646;LINESTRING(93.85985 35.692733,93.915234 35.7170135)
647;LINESTRING(93.908424 35.689972,93.915234 35.7170135)
647;LINESTRING(93.960409 35.687837,93.95715700000001 35.71343875)
647;LINESTRING(94.023993 35.677319,94.034364 35.711721)
647;LINESTRING(94.168823 35.644221,94.192098 35.714321)
653;LINESTRING(96.241965 27.504527,96.237669 27.496527)
654;LINESTRING(100.202473 25.513903,100.224351 25.471275)
654;LINESTRING(100.202473 25.513903,100.12511 25.550442)
654;LINESTRING(100.202473 25.513903,100.202473 25.513903)
654;LINESTRING(100.36105 25.447611,100.36105 25.447611)
654;LINESTRING(100.36105 25.447611,100.388158 25.415308)
654;LINESTRING(100.202473 25.513903,100.202473 25.513903)
654;LINESTRING(100.36105 25.447611,100.36105 25.447611)
655;LINESTRING(100.36105 25.447611,100.36105 25.447611)
655;LINESTRING(100.388158 25.415308,100.388158 25.415308)
655;LINESTRING(100.36105 25.447611,100.36105 25.447611)
656;LINESTRING(100.388158 25.415308,100.36105 25.447611)
656;LINESTRING(100.388158 25.415308,100.36105 25.447611)
656;LINESTRING(100.388158 25.415308,100.388158 25.415308)
661;LINESTRING(101.933975 23.629745,101.933975 23.629745)
662;LINESTRING(101.933975 23.629745,101.933975 23.629745)
663;LINESTRING(102.336609 23.38168,102.336609 23.38168)
664;LINESTRING(102.336609 23.38168,102.336609 23.38168)
665;LINESTRING(102.761264 23.261585,102.761264 23.261585)
666;LINESTRING(102.761264 23.261585,102.761264 23.261585)
668;LINESTRING(103.272449 23.060969,103.272449 23.060969)
669;LINESTRING(103.272449 23.060969,103.272449 23.060969)
675;LINESTRING(102.60048 28.779366,102.60048 28.779366)
676;LINESTRING(102.738843 28.33086,102.765225 28.248194)
677;LINESTRING(102.765225 28.248194,102.765225 28.248194)
678;LINESTRING(102.787242 27.932879,102.787242 27.932879)
680;LINESTRING(102.810495 27.45727,102.810495 27.45727)
681;LINESTRING(102.765225 28.248194,102.738843 28.33086)
681;LINESTRING(102.765225 28.248194,102.765225 28.248194)
682;LINESTRING(102.787242 27.932879,102.787242 27.932879)
683;LINESTRING(102.810495 27.45727,102.810495 27.45727)
684;LINESTRING(102.898165 26.971419,102.828322 26.948301)
685;LINESTRING(102.966797 26.824636,102.966797 26.824636)
685;LINESTRING(102.898165 26.971419,102.828322 26.948301)
686;LINESTRING(102.966797 26.824636,102.966797 26.824636)
688;LINESTRING(103.107928 26.265371,103.107928 26.265371)
688;LINESTRING(103.107928 26.265371,103.107928 26.265371)
689;LINESTRING(102.737328 27.037278,102.737328 27.037278)
689;LINESTRING(102.828322 26.948301,102.898165 26.971419)
689;LINESTRING(102.828322 26.948301,102.898165 26.971419)
690;LINESTRING(103.107928 26.265371,103.107928 26.265371)
690;LINESTRING(103.159559 26.097064,103.088432 26.070927)
690;LINESTRING(103.107928 26.265371,103.107928 26.265371)
691;LINESTRING(103.181115 26.052938,103.088432 26.070927)
691;LINESTRING(103.181115 26.052938,103.091523 26.057736)
691;LINESTRING(103.268101 25.896718,103.268101 25.896718)
692;LINESTRING(103.268101 25.896718,103.268101 25.896718)
693;LINESTRING(103.256156 25.573637,103.293652 25.547633)
693;LINESTRING(103.256156 25.573637,103.293652 25.547633)
694;LINESTRING(103.252695 25.429139,103.252695 25.429139)
694;LINESTRING(103.252631 25.541168,103.293652 25.547633)
694;LINESTRING(103.252695 25.429139,103.252695 25.429139)
695;LINESTRING(103.252695 25.429139,103.252695 25.429139)
695;LINESTRING(103.252695 25.429139,103.252695 25.429139)
698;LINESTRING(103.039542 24.690901,102.95535 24.706241)
699;LINESTRING(103.027369 24.642971,102.954251 24.657873)
700;LINESTRING(103.010631 24.061143,103.010631 24.061143)
711;LINESTRING(100.80741 31.24587,100.80741 31.24587)
720;LINESTRING(97.294487 32.784627,97.294487 32.784627)
721;LINESTRING(97.294487 32.784627,97.294487 32.784627)
722;LINESTRING(97.663534 32.557845,97.663534 32.557845)
723;LINESTRING(97.663534 32.557845,97.663534 32.557845)
728;LINESTRING(99.078387 31.99397,99.090189 31.987804)
729;LINESTRING(99.090189 31.987804,99.078387 31.99397)
734;LINESTRING(97.043688 28.428448,97.043688 28.428448)
742;LINESTRING(98.335914 27.099677,98.337363 27.052295)
743;LINESTRING(98.337363 27.052295,98.335914 27.099677)
748;LINESTRING(98.175957 25.933266,98.162247 25.88589)
749;LINESTRING(97.430724 26.796836,97.430724 26.796836)
749;LINESTRING(97.430724 26.796836,97.424348 26.752787)
749;LINESTRING(97.430724 26.796836,97.430724 26.796836)
750;LINESTRING(97.512369 26.645329,97.412756 26.637446)
751;LINESTRING(97.584483 26.354027,97.630299 26.348793)
755;LINESTRING(97.06007 27.181401,97.06007 27.181401)
756;LINESTRING(97.115451 26.375173,97.018705 26.377232)
760;LINESTRING(96.401666 25.11333,96.3663712 25.1186764)
760;LINESTRING(96.466708 25.184136,96.401383 25.250387)
761;LINESTRING(96.335189 25.009474,96.335189 25.009474)
761;LINESTRING(96.335189 25.009474,96.335189 25.009474)
762;LINESTRING(97.06007 27.181401,97.06007 27.181401)
764;LINESTRING(97.430724 26.796836,97.430724 26.796836)
764;LINESTRING(97.430724 26.796836,97.424348 26.752787)
764;LINESTRING(97.430724 26.796836,97.430724 26.796836)
765;LINESTRING(89.914366 26.711132,89.914366 26.711132)
770;LINESTRING(91.875563 26.855116,91.875563 26.855116)
771;LINESTRING(93.989569 25.932548,93.989569 25.932548)
772;LINESTRING(93.954503 26.006186,93.989569 25.932548)
775;LINESTRING(94.582686 26.7566,94.656825 26.722536)
776;LINESTRING(94.656825 26.722536,94.582686 26.7566)
778;LINESTRING(95.030329 27.003665,95.118896 26.986633)
779;LINESTRING(95.118896 26.986633,95.030329 27.003665)
782;LINESTRING(97.188234 25.630464,97.146503 25.573953)
782;LINESTRING(97.188234 25.630464,97.188234 25.630464)
786;LINESTRING(97.424348 26.752787,97.430724 26.796836)
786;LINESTRING(97.412756 26.637446,97.512369 26.645329)
786;LINESTRING(97.424348 26.752787,97.430724 26.796836)
787;LINESTRING(97.430724 26.796836,97.430724 26.796836)
787;LINESTRING(97.430724 26.796836,97.430724 26.796836)
788;LINESTRING(96.266807 24.773036,96.266807 24.773036)
788;LINESTRING(96.266807 24.773036,96.266807 24.773036)
792;LINESTRING(97.146503 25.573953,97.188234 25.630464)
793;LINESTRING(97.188234 25.630464,97.188234 25.630464)
796;LINESTRING(96.213743 27.975622,96.213743 27.975622)
797;LINESTRING(96.213743 27.975622,96.213743 27.975622)
798;LINESTRING(95.994327 23.164734,95.994327 23.164734)
798;LINESTRING(95.994327 23.164734,95.974156 23.07952)
803;LINESTRING(96.266807 24.773036,96.266807 24.773036)
803;LINESTRING(96.266807 24.773036,96.266807 24.773036)
804;LINESTRING(96.335189 25.009474,96.335189 25.009474)
804;LINESTRING(96.266807 24.773036,96.266807 24.773036)
804;LINESTRING(96.266807 24.773036,96.266807 24.773036)
804;LINESTRING(96.335189 25.009474,96.335189 25.009474)
805;LINESTRING(96.3663712 25.1186764,96.401666 25.11333)
805;LINESTRING(96.335189 25.009474,96.335189 25.009474)
805;LINESTRING(96.335189 25.009474,96.335189 25.009474)
806;LINESTRING(96.401383 25.250387,96.466708 25.184136)
812;LINESTRING(97.018705 26.377232,97.115451 26.375173)
835;LINESTRING(93.989569 25.932548,93.989569 25.932548)
835;LINESTRING(93.989569 25.932548,93.954503 26.006186)
840;LINESTRING(93.701778 24.480052,93.701778 24.480052)
846;LINESTRING(95.8797534 23.0689552,95.974156 23.07952)
846;LINESTRING(95.8806927 23.0391241,95.97401866666667 23.034648999999998)
847;LINESTRING(95.994327 23.164734,95.994327 23.164734)
847;LINESTRING(95.974156 23.07952,95.8797534 23.0689552)
848;LINESTRING(95.974156 23.07952,95.994327 23.164734)
848;LINESTRING(95.97401866666667 23.034648999999998,95.8806927 23.0391241)
849;LINESTRING(95.968598 22.619695,95.968598 22.619695)
855;LINESTRING(94.145383 22.60321,94.096342 22.601987)
856;LINESTRING(94.096342 22.601987,94.145383 22.60321)
864;LINESTRING(72.799673 38.222272,72.711842 38.165814)
865;LINESTRING(72.740847 38.154035,72.711842 38.165814)
866;LINESTRING(74.606804 39.154218,74.606804 39.154218)
871;LINESTRING(75.226848 37.814628,75.195159 37.746733)
872;LINESTRING(97.033736 23.424926,97.033736 23.424926)
874;LINESTRING(97.543444 23.729897,97.516365 23.806516)
874;LINESTRING(97.543444 23.729897,97.507603 23.802602)
875;LINESTRING(97.614431 23.778339,97.564378 23.842993)
875;LINESTRING(97.591886 23.756098,97.516365 23.806516)
876;LINESTRING(97.440352 23.78997,97.462968 23.825479)
876;LINESTRING(97.440352 23.78997,97.516365 23.806516)
876;LINESTRING(97.440352 23.78997,97.440352 23.78997)
877;LINESTRING(97.507603 23.802602,97.543444 23.729897)
877;LINESTRING(97.516365 23.806516,97.591886 23.756098)
877;LINESTRING(97.440352 23.78997,97.440352 23.78997)
877;LINESTRING(97.476468 23.798332,97.462968 23.825479)
877;LINESTRING(97.516365 23.806516,97.516365 23.806516)
892;LINESTRING(97.948061 24.973009,97.948061 24.973009)
893;LINESTRING(103.739516 31.027538,103.654306 31.040725)
897;LINESTRING(103.654306 31.040725,103.739516 31.027538)
906;LINESTRING(103.698424 33.314623,103.658562 33.320444)
906;LINESTRING(103.698424 33.314623,103.757981 33.365721)
907;LINESTRING(103.72075 33.254396,103.627467 33.272914)
912;LINESTRING(103.658562 33.320444,103.698424 33.314623)
912;LINESTRING(103.627467 33.272914,103.72075 33.254396)
912;LINESTRING(103.675493 33.355207,103.715926 33.403104)
915;LINESTRING(103.077114 32.715422,103.116066 32.653543)
916;LINESTRING(103.116066 32.653543,103.077114 32.715422)
919;LINESTRING(100.409498 37.637764,100.416346 37.683888)
920;LINESTRING(100.599998 37.318353,100.691631 37.33063)
921;LINESTRING(100.416346 37.683888,100.409498 37.637764)
924;LINESTRING(95.510828 35.765514,95.510828 35.765514)
925;LINESTRING(95.615069 35.762205,95.510828 35.765514)
929;LINESTRING(97.284347 35.561163,97.284347 35.561163)
930;LINESTRING(89.895571 38.394657,89.895571 38.394657)
930;LINESTRING(90.115811 38.483949,90.115811 38.483949)
931;LINESTRING(90.115811 38.483949,90.115811 38.483949)
933;LINESTRING(90.733363 38.646726,90.733363 38.646726)
934;LINESTRING(90.733363 38.646726,90.733363 38.646726)
938;LINESTRING(92.431104 39.113057,92.48797 39.128601)
939;LINESTRING(92.48797 39.128601,92.48797 39.128601)
943;LINESTRING(86.837294 38.211202,86.910158 38.249265)
944;LINESTRING(86.910158 38.249265,86.910158 38.249265)
945;LINESTRING(83.870445 36.67265,83.85345833333334 36.72561433333333)
945;LINESTRING(83.870445 36.67265,83.85345833333334 36.72561433333333)
951;LINESTRING(101.010605 36.425398,101.048437 36.401128)
952;LINESTRING(101.048437 36.401128,101.010605 36.425398)
965;LINESTRING(98.83172 36.887821,98.742253 36.857301)
965;LINESTRING(98.83172 36.887821,98.754723 36.845701)
966;LINESTRING(99.1926 36.798068,99.219684 36.829223)
967;LINESTRING(99.219684 36.829223,99.1926 36.798068)
967;LINESTRING(99.364788 36.648744,99.46913 36.658482)
968;LINESTRING(99.46913 36.658482,99.364788 36.648744)
968;LINESTRING(99.56294 36.559982,99.618807 36.592398)
969;LINESTRING(99.618807 36.592398,99.56294 36.559982)
974;LINESTRING(101.409933 35.618153,101.374534 35.687309)
978;LINESTRING(101.715446 34.127483,101.715446 34.127483)
981;LINESTRING(102.6941755 33.8582555,102.775809 33.884794)
982;LINESTRING(102.784357 33.840219,102.775809 33.884794)
983;LINESTRING(102.775809 33.884794,102.6941755 33.8582555)
983;LINESTRING(102.775809 33.884794,102.784357 33.840219)
985;LINESTRING(103.398063 33.706309,103.398063 33.706309)
986;LINESTRING(103.398063 33.706309,103.398063 33.706309)
992;LINESTRING(101.666197 35.919708,101.666197 35.919708)
992;LINESTRING(101.666197 35.919708,101.654052 35.887733)
993;LINESTRING(101.666197 35.919708,101.666197 35.919708)
993;LINESTRING(101.666197 35.919708,101.654052 35.887733)
998;LINESTRING(102.640347 36.191662,102.640347 36.191662)
999;LINESTRING(102.640347 36.191662,102.640347 36.191662)
1000;LINESTRING(102.755222 35.870003,102.723195 35.847761)
1001;LINESTRING(101.272425 37.802186,101.27676 37.802392)
1001;LINESTRING(101.425838 37.633182,101.504436 37.677193)
1001;LINESTRING(101.272425 37.802186,101.272425 37.802186)
1002;LINESTRING(101.434847 37.621876,101.504436 37.677193)
1002;LINESTRING(101.477772 37.592023,101.53547 37.652366)
1003;LINESTRING(101.27676 37.802392,101.272425 37.802186)
1003;LINESTRING(101.504436 37.677193,101.434847 37.621876)
1003;LINESTRING(101.27676 37.802392,101.272425 37.802186)
1004;LINESTRING(101.504436 37.677193,101.425838 37.633182)
1004;LINESTRING(101.53547 37.652366,101.477772 37.592023)
1006;LINESTRING(102.16925 37.422103,102.16925 37.422103)
1006;LINESTRING(102.16925 37.422103,102.269742 37.400373)
1006;LINESTRING(102.16925 37.422103,102.269742 37.400373)
1007;LINESTRING(99.665787 38.167224,99.665787 38.167224)
1009;LINESTRING(100.195854 37.994544,100.195854 37.994544)
1010;LINESTRING(100.195854 37.994544,100.195854 37.994544)
1013;LINESTRING(101.272425 37.802186,101.272425 37.802186)
1013;LINESTRING(101.272425 37.802186,101.27676 37.802392)
1025;LINESTRING(102.723195 35.847761,102.755222 35.870003)
1026;LINESTRING(102.889063 35.478759,102.889063 35.478759)
1027;LINESTRING(102.651057 37.204047,102.634614 37.262713)
1029;LINESTRING(102.16925 37.422103,102.16925 37.422103)
1029;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1029;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1030;LINESTRING(102.269742 37.400373,102.16925 37.422103)
1030;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1030;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1031;LINESTRING(102.544994 37.375,102.517168 37.295688)
1032;LINESTRING(102.92659 37.383222,102.889983 37.460367)
1032;LINESTRING(102.976561 37.390167,102.976561 37.390167)
1033;LINESTRING(102.269742 37.400373,102.16925 37.422103)
1033;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1033;LINESTRING(102.269742 37.400373,102.269742 37.400373)
1033;LINESTRING(102.517168 37.295688,102.544994 37.375)
1033;LINESTRING(102.552176 37.278297,102.552176 37.278297)
1034;LINESTRING(102.634614 37.262713,102.651057 37.204047)
1034;LINESTRING(102.552176 37.278297,102.552176 37.278297)
1039;LINESTRING(106.112033 36.419963,106.114886 36.446119)
1039;LINESTRING(105.992529 36.415873,106.035658 36.352977)
1040;LINESTRING(93.701778 24.480052,93.701778 24.480052)
1050;LINESTRING(88.652734 38.21974,88.652734 38.21974)
1051;LINESTRING(88.652734 38.21974,88.652734 38.21974)
1054;LINESTRING(89.592091 38.299862,89.592091 38.299862)
1054;LINESTRING(89.592091 38.299862,89.601865 38.221747)
1055;LINESTRING(86.910158 38.249265,86.837294 38.211202)
1055;LINESTRING(86.910158 38.249265,86.910158 38.249265)
1069;LINESTRING(91.129512 36.02687,91.129512 36.02687)
1074;LINESTRING(93.551685 35.742365,93.551685 35.742365)
1074;LINESTRING(93.551685 35.742365,93.551685 35.742365)
1075;LINESTRING(93.551685 35.742365,93.551685 35.742365)
1075;LINESTRING(93.551685 35.742365,93.551685 35.742365)
1075;LINESTRING(93.915234 35.7170135,93.908424 35.689972)
1076;LINESTRING(93.915234 35.7170135,93.85985 35.692733)
1076;LINESTRING(93.95715700000001 35.71343875,93.960409 35.687837)
1077;LINESTRING(94.034364 35.711721,94.023993 35.677319)
1078;LINESTRING(94.192098 35.714321,94.168823 35.644221)
1080;LINESTRING(95.510828 35.765514,95.510828 35.765514)
1080;LINESTRING(95.510828 35.765514,95.615069 35.762205)
1091;LINESTRING(94.755581 39.361651,94.738111 39.345815)
1098;LINESTRING(97.875087 38.344715,97.875087 38.344715)
1098;LINESTRING(97.875087 38.344715,97.96923 38.368392)
1100;LINESTRING(98.308135 37.564154,98.296533 37.50272)
1106;LINESTRING(98.296533 37.50272,98.308135 37.564154)
1107;LINESTRING(89.592091 38.299862,89.601865 38.221747)
1107;LINESTRING(89.895571 38.394657,89.895571 38.394657)
1107;LINESTRING(89.592091 38.299862,89.592091 38.299862)
1113;LINESTRING(88.659891 37.747317,88.659891 37.747317)
1114;LINESTRING(88.659891 37.747317,88.659891 37.747317)
1114;LINESTRING(88.887004 37.886143,88.887004 37.886143)
1114;LINESTRING(88.887004 37.886143,88.94213 37.862454)
1115;LINESTRING(88.887004 37.886143,88.887004 37.886143)
1115;LINESTRING(88.941714 37.908364,88.970718 37.87664)
1115;LINESTRING(88.983632 37.924837,89.012633 37.876211)
1115;LINESTRING(89.057058 37.951789,89.102056 37.884859)
1117;LINESTRING(89.601865 38.221747,89.592091 38.299862)
1117;LINESTRING(89.601865 38.221747,89.592091 38.299862)
1120;LINESTRING(90.699182 35.880393,90.699182 35.880393)
1120;LINESTRING(90.823233 35.928666,90.815669 35.964217)
1121;LINESTRING(90.699182 35.880393,90.699182 35.880393)
1121;LINESTRING(90.514618 35.874755,90.514618 35.874755)
1122;LINESTRING(90.815669 35.964217,90.823233 35.928666)
1122;LINESTRING(91.129512 36.02687,91.129512 36.02687)
1124;LINESTRING(81.753465 34.400274,81.748703 34.392597)
1125;LINESTRING(81.748703 34.392597,81.753465 34.400274)
1129;LINESTRING(86.178003 34.67118,86.104189 34.636793)
1130;LINESTRING(86.104189 34.636793,86.178003 34.67118)
1137;LINESTRING(96.184417 37.379995,96.20192 37.401944)
1138;LINESTRING(96.20192 37.401944,96.184417 37.379995)
1145;LINESTRING(98.541317 37.016987,98.570284 36.99128)
1146;LINESTRING(99.360935 34.941459,99.360935 34.941459)
1147;LINESTRING(99.611689 34.701067,99.611689 34.701067)
1148;LINESTRING(97.284347 35.561163,97.284347 35.561163)
1153;LINESTRING(99.360935 34.941459,99.360935 34.941459)
1157;LINESTRING(99.374334 35.404654,99.436467 35.430012)
1158;LINESTRING(98.570284 36.99128,98.541317 37.016987)
1158;LINESTRING(98.742253 36.857301,98.83172 36.887821)
1158;LINESTRING(98.742253 36.857301,98.742253 36.857301)
1159;LINESTRING(98.754723 36.845701,98.83172 36.887821)
1159;LINESTRING(98.742253 36.857301,98.742253 36.857301)
1162;LINESTRING(99.130674 36.255265,99.127227 36.222372)
1162;LINESTRING(99.130674 36.255265,99.130674 36.255265)
1163;LINESTRING(99.611689 34.701067,99.611689 34.701067)
1168;LINESTRING(101.715446 34.127483,101.715446 34.127483)
1171;LINESTRING(100.259498 35.37227,100.283714 35.402668)
1175;LINESTRING(89.617843 35.618002,89.588575 35.600315)
1175;LINESTRING(89.662595 35.700964,89.662595 35.700964)
1175;LINESTRING(89.662595 35.700964,89.698271 35.704341)
1176;LINESTRING(99.243116 36.030492,99.270445 35.98741)
1176;LINESTRING(99.127227 36.222372,99.140681 36.249774)
1176;LINESTRING(99.127227 36.222372,99.130674 36.255265)
1177;LINESTRING(99.270445 35.98741,99.243116 36.030492)
1179;LINESTRING(99.436467 35.430012,99.374334 35.404654)
1180;LINESTRING(99.140681 36.249774,99.127227 36.222372)
1180;LINESTRING(99.130674 36.255265,99.130674 36.255265)
1182;LINESTRING(100.283714 35.402668,100.259498 35.37227)
1187;LINESTRING(101.374534 35.687309,101.409933 35.618153)
1188;LINESTRING(101.697549 35.567827,101.697549 35.567827)
1189;LINESTRING(101.827023 35.271868,101.816161 35.209553)
1190;LINESTRING(101.654052 35.887733,101.666197 35.919708)
1190;LINESTRING(101.654052 35.887733,101.666197 35.919708)
1191;LINESTRING(101.697549 35.567827,101.697549 35.567827)
1192;LINESTRING(101.816161 35.209553,101.827023 35.271868)
1195;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1195;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1195;LINESTRING(96.908085 39.993905,96.913958 40.019835)
1195;LINESTRING(96.952225 39.979566,96.985347 40.02236)
1196;LINESTRING(96.980058 39.966352,96.913958 40.019835)
1196;LINESTRING(96.987087 39.968883,96.985347 40.02236)
1196;LINESTRING(96.987087 39.968883,96.985347 40.02236)
1199;LINESTRING(97.981784 39.654169,97.97828 39.624583)
1200;LINESTRING(97.97828 39.624583,97.981784 39.654169)
1201;LINESTRING(98.258778 39.715957,98.260254 39.752858)
1202;LINESTRING(98.081867 39.922915,97.980299 39.965676)
1202;LINESTRING(98.260254 39.752858,98.258778 39.715957)
1203;LINESTRING(96.332931 39.739243,96.329101 39.664028)
1203;LINESTRING(96.064805 39.845449,96.041745 39.860006)
1203;LINESTRING(96.064805 39.845449,96.041745 39.860006)
1204;LINESTRING(96.329101 39.664028,96.332931 39.739243)
1209;LINESTRING(98.171858 38.797145,98.193171 38.710425)
1210;LINESTRING(98.193171 38.710425,98.171858 38.797145)
1213;LINESTRING(97.875087 38.344715,97.875087 38.344715)
1214;LINESTRING(97.96923 38.368392,97.875087 38.344715)
1216;LINESTRING(98.885371 38.223887,98.887995 38.226891)
1217;LINESTRING(98.887995 38.226891,98.885371 38.223887)
1217;LINESTRING(99.213668 38.293372,99.213668 38.293372)
1218;LINESTRING(99.213668 38.293372,99.213668 38.293372)
1218;LINESTRING(99.460991 38.222121,99.460991 38.222121)
1219;LINESTRING(99.665787 38.167224,99.665787 38.167224)
1219;LINESTRING(99.460991 38.222121,99.460991 38.222121)
1225;LINESTRING(103.339743 35.200739,103.32545 35.26477)
1225;LINESTRING(103.339743 35.200739,103.376268 35.237836)
1226;LINESTRING(103.339743 35.200739,103.32545 35.26477)
1226;LINESTRING(103.339743 35.200739,103.376268 35.237836)
1226;LINESTRING(103.403773 35.18397,103.44538 35.239361)
1227;LINESTRING(102.889063 35.478759,102.889063 35.478759)
1228;LINESTRING(103.32545 35.26477,103.339743 35.200739)
1228;LINESTRING(103.32545 35.26477,103.339743 35.200739)
1229;LINESTRING(103.376268 35.237836,103.339743 35.200739)
1229;LINESTRING(103.376268 35.237836,103.339743 35.200739)
1230;LINESTRING(103.44538 35.239361,103.403773 35.18397)
1236;LINESTRING(107.001246 34.40291,107.001246 34.40291)
1238;LINESTRING(100.691631 37.33063,100.599998 37.318353)
1243;LINESTRING(102.355561 34.142081,102.441877 34.148145)
1244;LINESTRING(102.441877 34.148145,102.355561 34.142081)
1255;LINESTRING(101.662914 38.289538,101.655643 38.235329)
1256;LINESTRING(101.714251 38.278537,101.671259 38.227779)
1257;LINESTRING(101.804256 38.281204,101.811397 38.200041)
1258;LINESTRING(101.655643 38.235329,101.662914 38.289538)
1258;LINESTRING(101.671259 38.227779,101.714251 38.278537)
1258;LINESTRING(101.811397 38.200041,101.804256 38.281204)
1263;LINESTRING(102.889983 37.460367,102.92659 37.383222)
1275;LINESTRING(106.168535 40.400791,106.197069 40.435032)
1276;LINESTRING(102.976561 37.390167,102.976561 37.390167)
1281;LINESTRING(105.386078 37.354929,105.386078 37.354929)
1282;LINESTRING(105.386078 37.354929,105.386078 37.354929)
1287;LINESTRING(106.114886 36.446119,106.085117 36.405395)
1287;LINESTRING(106.114886 36.446119,106.112033 36.419963)
1288;LINESTRING(106.085117 36.405395,106.114886 36.446119)
1289;LINESTRING(106.035658 36.352977,105.992529 36.415873)
1290;LINESTRING(106.227999 35.847818,106.227999 35.847818)
1293;LINESTRING(106.409973 36.99216,106.416255 36.976804)
1294;LINESTRING(106.416255 36.976804,106.409973 36.99216)
1301;LINESTRING(106.614712 33.146918,106.627291 33.189578)
1302;LINESTRING(103.757981 33.365721,103.698424 33.314623)
1302;LINESTRING(103.715926 33.403104,103.675493 33.355207)
1308;LINESTRING(92.589187 39.149048,92.579238 39.196234)
1308;LINESTRING(92.779869 39.183685,92.824698 39.245794)
1308;LINESTRING(92.48797 39.128601,92.431104 39.113057)
1308;LINESTRING(92.48797 39.128601,92.48797 39.128601)
1309;LINESTRING(92.837099 39.194599,92.824698 39.245794)
1309;LINESTRING(93.056214 39.226398,93.052929 39.274911)
1309;LINESTRING(93.056214 39.226398,93.067034 39.276291)
1310;LINESTRING(93.080299 39.230036,93.067034 39.276291)
1310;LINESTRING(93.080299 39.230036,93.067034 39.276291)
1311;LINESTRING(93.199707 39.23251,93.18763 39.292019)
1312;LINESTRING(93.829905 39.21769,93.829905 39.21769)
1313;LINESTRING(93.829905 39.21769,93.829905 39.21769)
1314;LINESTRING(94.140322 39.298642,94.121635 39.379307)
1314;LINESTRING(94.259221 39.323479,94.237644 39.399852)
1315;LINESTRING(94.369242 39.34919,94.351712 39.424689)
1315;LINESTRING(94.418141 39.357825,94.417331 39.43951)
1316;LINESTRING(94.738111 39.345815,94.755581 39.361651)
1317;LINESTRING(92.579238 39.196234,92.589187 39.149048)
1317;LINESTRING(92.824698 39.245794,92.837099 39.194599)
1318;LINESTRING(92.824698 39.245794,92.779869 39.183685)
1318;LINESTRING(93.052929 39.274911,93.056214 39.226398)
1318;LINESTRING(93.067034 39.276291,93.080299 39.230036)
1319;LINESTRING(93.067034 39.276291,93.056214 39.226398)
1319;LINESTRING(93.067034 39.276291,93.080299 39.230036)
1319;LINESTRING(93.18763 39.292019,93.199707 39.23251)
1321;LINESTRING(93.756128 39.3466,93.756128 39.3466)
1322;LINESTRING(93.756128 39.3466,93.756128 39.3466)
1323;LINESTRING(94.121635 39.379307,94.140322 39.298642)
1324;LINESTRING(94.237644 39.399852,94.259221 39.323479)
1324;LINESTRING(94.351712 39.424689,94.369242 39.34919)
1325;LINESTRING(94.417331 39.43951,94.418141 39.357825)
1325;LINESTRING(94.706141 39.513785,94.706141 39.513785)
1326;LINESTRING(94.706141 39.513785,94.706141 39.513785)
1330;LINESTRING(96.041745 39.860006,96.064805 39.845449)
1330;LINESTRING(96.041745 39.860006,96.041745 39.860006)
1331;LINESTRING(96.041745 39.860006,96.064805 39.845449)
1331;LINESTRING(96.041745 39.860006,96.041745 39.860006)
1333;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1333;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1333;LINESTRING(96.835319 40.018429,96.913958 40.019835)
1334;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1334;LINESTRING(96.913958 40.019835,96.980058 39.966352)
1334;LINESTRING(96.835319 40.018429,96.835319 40.018429)
1335;LINESTRING(96.913958 40.019835,96.908085 39.993905)
1335;LINESTRING(96.985347 40.02236,96.987087 39.968883)
1335;LINESTRING(96.913958 40.019835,96.835319 40.018429)
1336;LINESTRING(97.530504 40.05471,97.579049 40.029309)
1336;LINESTRING(97.530504 40.05471,97.569385 40.121635)
1336;LINESTRING(96.985347 40.02236,96.952225 39.979566)
1336;LINESTRING(96.985347 40.02236,96.987087 39.968883)
1337;LINESTRING(89.662595 35.700964,89.662595 35.700964)
1337;LINESTRING(89.698271 35.704341,89.698271 35.704341)
1338;LINESTRING(89.698271 35.704341,89.662595 35.700964)
1338;LINESTRING(89.698271 35.704341,89.698271 35.704341)
1341;LINESTRING(90.514618 35.874755,90.514618 35.874755)
1342;LINESTRING(81.350561 30.152499,81.350561 30.152499)
1342;LINESTRING(81.224667 30.239267,81.224667 30.239267)
1343;LINESTRING(81.350561 30.152499,81.350561 30.152499)
1345;LINESTRING(81.88258 29.913563,81.88258 29.913563)
1346;LINESTRING(81.88258 29.913563,81.88258 29.913563)
1349;LINESTRING(82.280985 29.355541,82.280985 29.355541)
1350;LINESTRING(75.195159 37.746733,75.226848 37.814628)
1355;LINESTRING(76.556982 35.9976,76.556982 35.9976)
1356;LINESTRING(106.227999 35.847818,106.227999 35.847818)
