section;wkt
1361;LINESTRING(106.798136 34.756406,106.825665 34.752039)
1363;LINESTRING(105.864254 38.324719,105.759212 38.350541)
1372;LINESTRING(105.759212 38.350541,105.864254 38.324719)
1373;LINESTRING(100.224351 25.471275,100.202473 25.513903)
1373;LINESTRING(100.224351 25.471275,100.202473 25.513903)
1373;LINESTRING(100.224351 25.471275,100.202473 25.513903)
1378;LINESTRING(101.040159 24.141478,101.040159 24.141478)
1378;LINESTRING(101.040159 24.141478,101.032432 24.131973)
1379;LINESTRING(101.127631 23.968751,101.127631 23.968751)
1379;LINESTRING(101.045151 24.129932,101.032432 24.131973)
1379;LINESTRING(101.040159 24.141478,101.040159 24.141478)
1380;LINESTRING(101.127631 23.968751,101.127631 23.968751)
1384;LINESTRING(101.37587 23.08591,101.37587 23.08591)
1385;LINESTRING(101.37587 23.08591,101.37587 23.08591)
1386;LINESTRING(101.618006 22.746142,101.618006 22.746142)
1390;LINESTRING(101.618006 22.746142,101.618006 22.746142)
1390;LINESTRING(101.812545 22.509262,101.796645 22.476838)
1392;LINESTRING(100.080914 24.456241,100.128315 24.460933)
1392;LINESTRING(100.088237 24.421298,100.119331 24.399758)
1392;LINESTRING(100.088237 24.421298,100.088237 24.421298)
1393;LINESTRING(100.128315 24.460933,100.080914 24.456241)
1393;LINESTRING(100.128315 24.460933,100.128315 24.460933)
1393;LINESTRING(100.128315 24.460933,100.119331 24.399758)
1393;LINESTRING(100.233167 24.616117,100.233167 24.616117)
1393;LINESTRING(100.128315 24.460933,100.088237 24.421298)
1394;LINESTRING(100.128315 24.460933,100.128315 24.460933)
1394;LINESTRING(100.088237 24.421298,100.119331 24.399758)
1394;LINESTRING(100.088237 24.421298,100.088237 24.421298)
1395;LINESTRING(100.119331 24.399758,100.088237 24.421298)
1395;LINESTRING(100.119331 24.399758,100.128315 24.460933)
1395;LINESTRING(100.119331 24.399758,100.088237 24.421298)
1395;LINESTRING(100.119331 24.399758,100.088237 24.421298)
1395;LINESTRING(100.002852 24.198296,99.92054 24.233894)
1396;LINESTRING(100.002852 24.198296,99.92054 24.233894)
1396;LINESTRING(100.002852 24.198296,99.92054 24.233894)
1397;LINESTRING(99.8554704 24.038791200000002,99.776615 24.09121)
1397;LINESTRING(99.8019852 23.9824536,99.721318 24.033399)
1398;LINESTRING(99.667084 23.805477,99.667084 23.805477)
1399;LINESTRING(99.667084 23.805477,99.667084 23.805477)
1401;LINESTRING(99.307544 23.256362,99.307544 23.256362)
1402;LINESTRING(99.307544 23.256362,99.307544 23.256362)
1407;LINESTRING(97.480045 22.773195,97.480045 22.773195)
1408;LINESTRING(97.480045 22.773195,97.480045 22.773195)
1412;LINESTRING(101.760904 21.169892,101.760904 21.169892)
1423;LINESTRING(101.64101 21.542418,101.613346 21.548377)
1423;LINESTRING(101.64101 21.542418,101.568276 21.55997)
1424;LINESTRING(101.760904 21.169892,101.760904 21.169892)
1425;LINESTRING(101.613346 21.548377,101.64101 21.542418)
1425;LINESTRING(101.612547 21.581755,101.57667 21.586153)
1427;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1427;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1430;LINESTRING(101.568276 21.55997,101.64101 21.542418)
1430;LINESTRING(101.57667 21.586153,101.612547 21.581755)
1431;LINESTRING(103.016624 21.560609,103.016624 21.560609)
1434;LINESTRING(103.195025 22.512081,103.190077 22.598482)
1438;LINESTRING(103.016624 21.560609,103.016624 21.560609)
1441;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1441;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1442;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1442;LINESTRING(101.254333 21.207752,101.254333 21.207752)
1453;LINESTRING(99.838651 20.830085,99.838651 20.830085)
1454;LINESTRING(100.544398 23.280566,100.590482 23.214604)
1454;LINESTRING(100.623315 23.355429,100.653527 23.411107)
1454;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1454;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1456;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1456;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1457;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1457;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1458;LINESTRING(100.272833 22.597426,100.257251 22.586164)
1458;LINESTRING(100.266952 22.60705,100.246636 22.596357)
1459;LINESTRING(100.257251 22.586164,100.272833 22.597426)
1459;LINESTRING(100.246636 22.596357,100.246636 22.596357)
1460;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1460;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1461;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1461;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1463;LINESTRING(100.246636 22.596357,100.266952 22.60705)
1463;LINESTRING(100.246636 22.596357,100.246636 22.596357)
1464;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1464;LINESTRING(99.74396 22.914429,99.74396 22.914429)
1465;LINESTRING(99.941778 22.519786,99.941778 22.519786)
1466;LINESTRING(99.941778 22.519786,99.941778 22.519786)
1467;LINESTRING(100.294467 22.234999,100.294467 22.234999)
1468;LINESTRING(100.294467 22.234999,100.294467 22.234999)
1468;LINESTRING(100.360719 22.098321,100.360719 22.098321)
1469;LINESTRING(100.360719 22.098321,100.360719 22.098321)
1471;LINESTRING(100.446331 21.820459,100.446331 21.820459)
1472;LINESTRING(100.446331 21.820459,100.446331 21.820459)
1480;LINESTRING(100.541431 23.071801,100.541431 23.071801)
1480;LINESTRING(100.541431 23.071801,100.544595 22.982401)
1480;LINESTRING(100.590482 23.214604,100.603536 23.265633)
1480;LINESTRING(100.590482 23.214604,100.626296 23.233469)
1480;LINESTRING(100.590482 23.214604,100.544398 23.280566)
1481;LINESTRING(100.541431 23.071801,100.541431 23.071801)
1482;LINESTRING(100.544595 22.982401,100.541431 23.071801)
1484;LINESTRING(100.606701 22.388244,100.602618 22.358534)
1485;LINESTRING(100.602618 22.358534,100.606701 22.388244)
1490;LINESTRING(100.812523 23.857256,100.893382 23.848347)
1490;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1490;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1490;LINESTRING(100.813708 23.738639,100.881404 23.718485)
1491;LINESTRING(101.032432 24.131973,101.045151 24.129932)
1491;LINESTRING(101.032432 24.131973,101.040159 24.141478)
1492;LINESTRING(100.893382 23.848347,100.812523 23.857256)
1492;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1492;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1493;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1493;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1493;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1493;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1494;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1494;LINESTRING(100.813708 23.738639,100.813708 23.738639)
1494;LINESTRING(100.712666 23.585556,100.712666 23.585556)
1494;LINESTRING(100.813708 23.738639,100.881404 23.718485)
1495;LINESTRING(100.653527 23.411107,100.623315 23.355429)
1495;LINESTRING(100.712666 23.585556,100.712666 23.585556)
1495;LINESTRING(100.653527 23.411107,100.653527 23.411107)
1495;LINESTRING(100.653527 23.411107,100.623315 23.355429)
1496;LINESTRING(100.653527 23.411107,100.653527 23.411107)
1496;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1496;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1497;LINESTRING(100.603536 23.265633,100.590482 23.214604)
1497;LINESTRING(100.623315 23.355429,100.653527 23.411107)
1497;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1497;LINESTRING(100.603536 23.265633,100.603536 23.265633)
1497;LINESTRING(100.623315 23.355429,100.623315 23.355429)
1498;LINESTRING(100.626296 23.233469,100.590482 23.214604)
1498;LINESTRING(100.603536 23.265633,100.603536 23.265633)
1499;LINESTRING(100.730127 22.881101,100.803279 22.841427)
1500;LINESTRING(100.393043 23.872797,100.393043 23.872797)
1501;LINESTRING(100.379499 23.802701,100.393043 23.872797)
1504;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1504;LINESTRING(100.1543 23.008714,100.1543 23.008714)
1505;LINESTRING(100.189927 24.218872,100.189927 24.218872)
1506;LINESTRING(100.393043 23.872797,100.393043 23.872797)
1506;LINESTRING(100.393043 23.872797,100.379499 23.802701)
1507;LINESTRING(100.233167 24.616117,100.233167 24.616117)
1508;LINESTRING(100.189927 24.218872,100.189927 24.218872)
1509;LINESTRING(100.881404 23.718485,100.813708 23.738639)
1509;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1509;LINESTRING(100.893382 23.848347,100.893382 23.848347)
1509;LINESTRING(100.881404 23.718485,100.813708 23.738639)
1509;LINESTRING(100.894906 23.567355,100.924042 23.555748)
1510;LINESTRING(100.924042 23.555748,100.894906 23.567355)
1512;LINESTRING(101.055748 23.001801,101.082516 22.971599)
1513;LINESTRING(101.082516 22.971599,101.055748 23.001801)
1514;LINESTRING(100.803279 22.841427,100.730127 22.881101)
1515;LINESTRING(101.113675 22.533329,101.149252 22.534229)
1516;LINESTRING(101.149252 22.534229,101.113675 22.533329)
1517;LINESTRING(101.796645 22.476838,101.812545 22.509262)
1517;LINESTRING(101.831798 22.346125,101.801555 22.319313)
1518;LINESTRING(101.801555 22.319313,101.831798 22.346125)
1519;LINESTRING(102.632594 22.803833,102.632594 22.803833)
1520;LINESTRING(103.024367 22.7148,103.024367 22.7148)
1522;LINESTRING(102.632594 22.803833,102.632594 22.803833)
1523;LINESTRING(103.190077 22.598482,103.195025 22.512081)
1523;LINESTRING(103.024367 22.7148,103.024367 22.7148)
1536;LINESTRING(99.838651 20.830085,99.838651 20.830085)
1541;LINESTRING(96.7904 21.90391,96.7904 21.90391)
1542;LINESTRING(96.7904 21.90391,96.7904 21.90391)
1555;LINESTRING(95.968598 22.619695,95.968598 22.619695)
1558;LINESTRING(95.982569 21.880919,95.982569 21.880919)
1558;LINESTRING(95.982569 21.880919,95.97634 21.800341)
1559;LINESTRING(95.982569 21.880919,95.982569 21.880919)
1560;LINESTRING(95.97634 21.800341,95.982569 21.880919)
1565;LINESTRING(98.68687 24.601886,98.68687 24.601886)
1566;LINESTRING(98.423557 24.460223,98.453786 24.385123)
1567;LINESTRING(98.675383 25.184414,98.675383 25.184414)
1567;LINESTRING(98.675383 25.184414,98.639001 25.218633)
1569;LINESTRING(98.68687 24.601886,98.68687 24.601886)
1570;LINESTRING(98.162247 25.88589,98.175957 25.933266)
1572;LINESTRING(98.460694 25.430975,98.509716 25.377511)
1573;LINESTRING(98.639001 25.218633,98.675383 25.184414)
1573;LINESTRING(98.509716 25.377511,98.460694 25.430975)
1573;LINESTRING(98.634182 25.22797,98.576955 25.200261)
1573;LINESTRING(98.639001 25.218633,98.662356 25.229661)
1574;LINESTRING(98.576955 25.200261,98.634182 25.22797)
1574;LINESTRING(98.420936 24.986714,98.420936 24.986714)
1574;LINESTRING(98.576955 25.200261,98.662356 25.229661)
1575;LINESTRING(98.420936 24.986714,98.420936 24.986714)
1575;LINESTRING(98.384994 24.892338,98.384994 24.892338)
1576;LINESTRING(98.384994 24.892338,98.384994 24.892338)
1576;LINESTRING(98.279216 24.798149,98.279216 24.798149)
1576;LINESTRING(98.279216 24.798149,98.279216 24.798149)
1576;LINESTRING(98.279216 24.798149,98.25347 24.730423)
1577;LINESTRING(97.961424 24.654036,97.961424 24.654036)
1577;LINESTRING(97.961424 24.654036,97.947458 24.686423)
1578;LINESTRING(98.279216 24.798149,98.279216 24.798149)
1578;LINESTRING(98.279216 24.798149,98.279216 24.798149)
1578;LINESTRING(98.23509 24.792503,98.25347 24.730423)
1579;LINESTRING(97.947458 24.686423,97.961424 24.654036)
1579;LINESTRING(97.948061 24.973009,97.948061 24.973009)
1579;LINESTRING(97.947458 24.686423,97.961424 24.654036)
1580;LINESTRING(101.974158 27.022399,101.974158 27.022399)
1584;LINESTRING(101.893356 26.041699,101.893356 26.041699)
1588;LINESTRING(110.36912 33.663598,110.36912 33.663598)
1589;LINESTRING(110.36912 33.663598,110.36912 33.663598)
1595;LINESTRING(107.001246 34.40291,107.001246 34.40291)
1597;LINESTRING(107.646617 34.197087,107.646617 34.197087)
1598;LINESTRING(106.825665 34.752039,106.798136 34.756406)
1605;LINESTRING(108.431992 34.603996,108.444199 34.568329)
1606;LINESTRING(108.444199 34.568329,108.431992 34.603996)
1606;LINESTRING(108.665179 34.713377,108.665179 34.713377)
1607;LINESTRING(108.665179 34.713377,108.665179 34.713377)
1607;LINESTRING(108.945606 34.692293,108.962092 34.704341)
1608;LINESTRING(108.962092 34.704341,108.945606 34.692293)
1613;LINESTRING(110.209205 35.149727,110.209205 35.149727)
1614;LINESTRING(110.209205 35.149727,110.209205 35.149727)
1617;LINESTRING(110.698228 35.723937,110.700223 35.725056)
1618;LINESTRING(110.700223 35.725056,110.698228 35.723937)
1618;LINESTRING(110.939628 35.659564,110.939628 35.659564)
1619;LINESTRING(110.939628 35.659564,110.939628 35.659564)
1622;LINESTRING(111.466846 36.212316,111.46985 36.293212)
1623;LINESTRING(111.46985 36.293212,111.466846 36.212316)
1633;LINESTRING(109.742821 34.464151,109.742821 34.464151)
1634;LINESTRING(109.813631 34.49741,109.742821 34.464151)
1638;LINESTRING(109.742821 34.464151,109.742821 34.464151)
1638;LINESTRING(109.742821 34.464151,109.813631 34.49741)
1639;LINESTRING(109.460007 34.153657,109.452393 34.065633)
1640;LINESTRING(109.241138 34.072975,109.215189 34.008844)
1640;LINESTRING(109.28577 34.088425,109.301118 34.054058)
1640;LINESTRING(109.373318 34.109025,109.410084 34.065633)
1641;LINESTRING(107.646617 34.197087,107.646617 34.197087)
1646;LINESTRING(109.215189 34.008844,109.241138 34.072975)
1646;LINESTRING(109.27547 34.000305,109.301118 34.054058)
1647;LINESTRING(109.301118 34.054058,109.28577 34.088425)
1647;LINESTRING(109.301118 34.054058,109.27547 34.000305)
1648;LINESTRING(109.452393 34.065633,109.460007 34.153657)
1648;LINESTRING(109.410084 34.065633,109.373318 34.109025)
1648;LINESTRING(109.827219 34.045107,109.827219 34.045107)
1649;LINESTRING(109.827219 34.045107,109.827219 34.045107)
1653;LINESTRING(111.029 33.945891,111.029 33.945891)
1654;LINESTRING(111.029 33.945891,111.029 33.945891)
1660;LINESTRING(106.627291 33.189578,106.614712 33.146918)
1670;LINESTRING(112.003559 36.964358,111.987948 37.026542)
1671;LINESTRING(111.987948 37.026542,112.003559 36.964358)
1675;LINESTRING(112.767374 38.251969,112.767374 38.251969)
1675;LINESTRING(112.767374 38.251969,112.803558 38.311692)
1676;LINESTRING(112.767374 38.251969,112.767374 38.251969)
1677;LINESTRING(112.803558 38.311692,112.767374 38.251969)
1681;LINESTRING(112.826599 38.661791,112.780663 38.742373)
1682;LINESTRING(112.780663 38.742373,112.826599 38.661791)
1682;LINESTRING(112.81418 38.926908,112.81418 38.926908)
1682;LINESTRING(112.81418 38.926908,112.888338 38.960639)
1690;LINESTRING(112.81418 38.926908,112.81418 38.926908)
1691;LINESTRING(112.888338 38.960639,112.81418 38.926908)
1693;LINESTRING(113.779716 39.268795,113.80564 39.237051)
1694;LINESTRING(113.80564 39.237051,113.779716 39.268795)
1696;LINESTRING(114.680743 39.34206,114.726289 39.289507)
1697;LINESTRING(114.726289 39.289507,114.680743 39.34206)
1697;LINESTRING(114.815823 39.315199,114.840737 39.362691)
1698;LINESTRING(114.840737 39.362691,114.815823 39.315199)
1702;LINESTRING(113.340438 39.506424,113.276255 39.573277)
1702;LINESTRING(113.302195 39.46141,113.302195 39.46141)
1703;LINESTRING(113.365639 39.513684,113.302195 39.46141)
1704;LINESTRING(113.789621 39.766301,113.789621 39.766301)
1705;LINESTRING(113.789621 39.766301,113.789621 39.766301)
1708;LINESTRING(114.740503 39.827438,114.723203 39.87612)
1708;LINESTRING(114.746995 39.82829,114.828212 39.872499)
1709;LINESTRING(114.723203 39.87612,114.740503 39.827438)
1710;LINESTRING(114.828212 39.872499,114.746995 39.82829)
1711;LINESTRING(103.785 24.973148,103.785 24.973148)
1716;LINESTRING(103.785 24.973148,103.785 24.973148)
1716;LINESTRING(103.817014 25.175344,103.817014 25.175344)
1717;LINESTRING(103.817014 25.175344,103.817014 25.175344)
1717;LINESTRING(103.853662 25.389967,103.870933 25.392284)
1718;LINESTRING(103.870933 25.392284,103.853662 25.389967)
1718;LINESTRING(103.853662 25.595744,103.853662 25.595744)
1719;LINESTRING(103.743085 26.162886,103.719382 26.167317)
1720;LINESTRING(103.808427 25.799211,103.808427 25.799211)
1721;LINESTRING(103.853662 25.595744,103.853662 25.595744)
1721;LINESTRING(103.808427 25.799211,103.808427 25.799211)
1722;LINESTRING(103.719382 26.167317,103.743085 26.162886)
1724;LINESTRING(103.293652 25.547633,103.256156 25.573637)
1724;LINESTRING(103.293652 25.547633,103.252631 25.541168)
1725;LINESTRING(103.293652 25.547633,103.256156 25.573637)
1725;LINESTRING(103.252695 25.429139,103.252695 25.429139)
1725;LINESTRING(103.252695 25.429139,103.252695 25.429139)
1726;LINESTRING(102.19162 24.066045,102.184228 24.051307)
1726;LINESTRING(102.19162 24.066045,102.188223 24.060437)
1726;LINESTRING(102.16925 24.237325,102.2167075 24.306950999999998)
1726;LINESTRING(102.16925 24.237325,102.250801 24.276074)
1726;LINESTRING(102.16925 24.237325,102.158551 24.260007)
1727;LINESTRING(102.184228 24.051307,102.188223 24.060437)
1727;LINESTRING(102.184228 24.051307,102.19162 24.066045)
1728;LINESTRING(102.17624 23.970852,102.242013 24.010684)
1731;LINESTRING(102.873686 23.942457,102.873686 23.942457)
1732;LINESTRING(102.873686 23.942457,102.873686 23.942457)
1732;LINESTRING(102.873686 23.942457,102.873686 23.942457)
1732;LINESTRING(103.010631 24.061143,103.010631 24.061143)
1733;LINESTRING(101.658632 27.402008,101.658632 27.402008)
1735;LINESTRING(101.974158 27.022399,101.974158 27.022399)
1736;LINESTRING(101.712953 30.24293,101.712953 30.24293)
1736;LINESTRING(101.712953 30.24293,101.712953 30.24293)
1751;LINESTRING(98.534031 28.930188,98.432162 28.941428)
1751;LINESTRING(98.530503 28.905236,98.510087 28.871966)
1752;LINESTRING(98.109942 29.207489,98.109942 29.207489)
1753;LINESTRING(98.432162 28.941428,98.534031 28.930188)
1754;LINESTRING(98.510087 28.871966,98.530503 28.905236)
1754;LINESTRING(98.510087 28.871966,98.510087 28.871966)
1755;LINESTRING(96.759475 29.373531,96.759475 29.373531)
1755;LINESTRING(96.759475 29.373531,96.759475 29.373531)
1756;LINESTRING(97.02661 29.33415575,96.951855 29.272258)
1760;LINESTRING(98.109942 29.207489,98.109942 29.207489)
1763;LINESTRING(96.237669 27.496527,96.241965 27.504527)
1766;LINESTRING(85.684287 35.914471,85.684287 35.914471)
1767;LINESTRING(85.684287 35.914471,85.684287 35.914471)
1778;LINESTRING(89.577676 34.756238,89.668718 34.73235)
1788;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1788;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1790;LINESTRING(74.606804 39.154218,74.606804 39.154218)
1791;LINESTRING(73.27232 39.528671,73.27232 39.528671)
1792;LINESTRING(73.349485 39.542158,73.27232 39.528671)
1795;LINESTRING(74.376843 39.820393,74.376843 39.820393)
1795;LINESTRING(73.88717 39.663373,73.867844 39.684751)
1795;LINESTRING(74.095133 39.758004,74.0687 39.784946)
1796;LINESTRING(73.404106 39.304943,73.377377 39.322379)
1796;LINESTRING(73.404106 39.304943,73.324293 39.28765)
1797;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1797;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1798;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1798;LINESTRING(73.901121 39.333451,73.901121 39.333451)
1801;LINESTRING(74.960057 39.294097,74.992541 39.321583)
1802;LINESTRING(73.309157 39.390894,73.309157 39.390894)
1803;LINESTRING(73.377377 39.322379,73.404106 39.304943)
1803;LINESTRING(73.309157 39.390894,73.309157 39.390894)
1803;LINESTRING(73.361429 39.332715,73.324293 39.28765)
1804;LINESTRING(71.59152 39.127534,71.59152 39.127534)
1809;LINESTRING(73.324293 39.28765,73.404106 39.304943)
1809;LINESTRING(73.324293 39.28765,73.361429 39.332715)
1810;LINESTRING(70.5084 38.510798,70.5084 38.510798)
1812;LINESTRING(70.91275 38.872132,70.91275 38.872132)
1813;LINESTRING(70.91275 38.872132,70.91275 38.872132)
1815;LINESTRING(71.59152 39.127534,71.59152 39.127534)
1816;LINESTRING(71.530661 39.29214,71.530661 39.29214)
1822;LINESTRING(69.077418 43.60135,69.077418 43.60135)
1823;LINESTRING(69.077418 43.60135,69.077418 43.60135)
1828;LINESTRING(71.86822 42.10487,71.86822 42.10487)
1829;LINESTRING(71.86822 42.10487,71.86822 42.10487)
1831;LINESTRING(72.447632 41.908329,72.447632 41.908329)
1832;LINESTRING(72.447632 41.908329,72.447632 41.908329)
1833;LINESTRING(72.870871 41.731623,72.890172 41.695721)
1833;LINESTRING(72.870871 41.731623,72.876187 41.737462)
1833;LINESTRING(72.870871 41.731623,72.870871 41.731623)
1833;LINESTRING(72.870871 41.731623,72.946796 41.698185)
1837;LINESTRING(70.601207 42.951589,70.703224 42.90688)
1838;LINESTRING(70.703224 42.90688,70.703224 42.90688)
1838;LINESTRING(70.703224 42.90688,70.786272 42.919457)
1839;LINESTRING(70.703224 42.90688,70.601207 42.951589)
1839;LINESTRING(70.703224 42.90688,70.703224 42.90688)
1839;LINESTRING(70.755249 42.887878,70.786272 42.919457)
1839;LINESTRING(71.013258 42.78682,71.124808 42.797445)
1840;LINESTRING(70.786272 42.919457,70.703224 42.90688)
1840;LINESTRING(70.786272 42.919457,70.755249 42.887878)
1847;LINESTRING(75.3089 42.676218,75.3089 42.676218)
1853;LINESTRING(71.468976 39.236203,71.530661 39.29214)
1854;LINESTRING(71.530661 39.29214,71.468976 39.236203)
1854;LINESTRING(71.788721 39.458861,71.788721 39.458861)
1854;LINESTRING(71.788721 39.458861,71.880671 39.474486)
1854;LINESTRING(71.788721 39.458861,71.820314 39.487798)
1854;LINESTRING(71.788721 39.458861,71.889519 39.492692)
1854;LINESTRING(71.530661 39.29214,71.530661 39.29214)
1855;LINESTRING(71.788721 39.458861,71.788721 39.458861)
1855;LINESTRING(71.863033 39.475466,71.857014 39.492692)
1855;LINESTRING(71.880671 39.474486,71.889519 39.492692)
1855;LINESTRING(71.880671 39.474486,71.958024 39.488498)
1856;LINESTRING(71.880671 39.474486,71.788721 39.458861)
1856;LINESTRING(71.891449 39.474813,71.889519 39.492692)
1856;LINESTRING(71.954078 39.479096,71.958024 39.488498)
1856;LINESTRING(71.954078 39.479096,71.958024 39.488498)
1857;LINESTRING(71.977927 39.477771,71.889519 39.492692)
1857;LINESTRING(71.977927 39.477771,71.958024 39.488498)
1857;LINESTRING(71.999126 39.48572,71.998918 39.49374)
1858;LINESTRING(72.063592 39.485723,71.958024 39.488498)
1858;LINESTRING(72.063592 39.485723,72.052743 39.50807)
1859;LINESTRING(72.148148 39.489509,72.113559 39.525372)
1860;LINESTRING(72.307782 39.487731,72.272764 39.550537)
1860;LINESTRING(73.27232 39.528671,73.27232 39.528671)
1860;LINESTRING(73.27232 39.528671,73.349485 39.542158)
1861;LINESTRING(74.577816 39.798374,74.577816 39.798374)
1861;LINESTRING(74.376843 39.820393,74.366489 39.902384)
1861;LINESTRING(74.577816 39.798374,74.570578 39.848209)
1861;LINESTRING(74.376843 39.820393,74.376843 39.820393)
1862;LINESTRING(74.577816 39.798374,74.577816 39.798374)
1862;LINESTRING(74.577816 39.798374,74.570578 39.848209)
1862;LINESTRING(74.66904 39.768665,74.74438 39.826958)
1863;LINESTRING(75.013989 39.597199,75.013989 39.597199)
1864;LINESTRING(75.013989 39.597199,75.013989 39.597199)
1864;LINESTRING(75.10657 39.497171,75.10657 39.497171)
1865;LINESTRING(75.10657 39.497171,75.10657 39.497171)
1873;LINESTRING(71.395563 39.893938,71.397311 39.943918)
1874;LINESTRING(71.397311 39.943918,71.395563 39.893938)
1875;LINESTRING(71.820314 39.487798,71.788721 39.458861)
1875;LINESTRING(71.857014 39.492692,71.863033 39.475466)
1875;LINESTRING(71.889519 39.492692,71.891449 39.474813)
1875;LINESTRING(71.889519 39.492692,71.977927 39.477771)
1876;LINESTRING(71.889519 39.492692,71.788721 39.458861)
1876;LINESTRING(71.889519 39.492692,71.880671 39.474486)
1876;LINESTRING(71.958024 39.488498,71.954078 39.479096)
1876;LINESTRING(71.958024 39.488498,71.977927 39.477771)
1876;LINESTRING(71.958024 39.488498,72.063592 39.485723)
1877;LINESTRING(71.958024 39.488498,71.880671 39.474486)
1877;LINESTRING(71.958024 39.488498,71.954078 39.479096)
1877;LINESTRING(71.998918 39.49374,71.999126 39.48572)
1877;LINESTRING(72.052743 39.50807,72.063592 39.485723)
1877;LINESTRING(72.113559 39.525372,72.148148 39.489509)
1877;LINESTRING(72.272764 39.550537,72.307782 39.487731)
1877;LINESTRING(72.367134 39.592828,72.354901 39.607159)
1877;LINESTRING(72.367134 39.592828,72.446824 39.59178)
1878;LINESTRING(72.354901 39.607159,72.367134 39.592828)
1878;LINESTRING(72.444028 39.624634,72.446824 39.59178)
1879;LINESTRING(72.446824 39.59178,72.367134 39.592828)
1879;LINESTRING(72.446824 39.59178,72.444028 39.624634)
1884;LINESTRING(73.867844 39.684751,73.88717 39.663373)
1885;LINESTRING(74.366489 39.902384,74.376843 39.820393)
1885;LINESTRING(74.0687 39.784946,74.095133 39.758004)
1886;LINESTRING(74.570578 39.848209,74.577816 39.798374)
1886;LINESTRING(74.570578 39.848209,74.577816 39.798374)
1887;LINESTRING(74.74438 39.826958,74.66904 39.768665)
1888;LINESTRING(75.340826 39.665703,75.363196 39.663606)
1889;LINESTRING(75.363196 39.663606,75.340826 39.665703)
1890;LINESTRING(75.640712 39.619217,75.677478 39.55629)
1891;LINESTRING(76.12025 39.707645,76.12025 39.707645)
1895;LINESTRING(72.73736 40.223183,72.73736 40.223183)
1896;LINESTRING(72.73736 40.223183,72.73736 40.223183)
1898;LINESTRING(72.822992 40.477282,72.819147 40.538447)
1899;LINESTRING(72.819147 40.538447,72.822992 40.477282)
1899;LINESTRING(72.979226 40.551729,72.979226 40.551729)
1900;LINESTRING(72.979226 40.551729,72.979226 40.551729)
1901;LINESTRING(73.060314 40.863848,73.00544 40.917324)
1902;LINESTRING(73.00544 40.917324,73.060314 40.863848)
1910;LINESTRING(71.006405 40.322904,71.054639 40.249506)
1911;LINESTRING(71.054639 40.249506,71.006405 40.322904)
1914;LINESTRING(72.042724 40.432303,72.046918 40.477391)
1915;LINESTRING(72.046918 40.477391,72.042724 40.432303)
1915;LINESTRING(72.209094 40.52877,72.204201 40.574906)
1916;LINESTRING(72.409018 40.715762,72.394338 40.802442)
1916;LINESTRING(72.204201 40.574906,72.209094 40.52877)
1917;LINESTRING(72.394338 40.802442,72.409018 40.715762)
1927;LINESTRING(71.174086 40.946268,71.246436 40.898035)
1928;LINESTRING(71.246436 40.898035,71.174086 40.946268)
1934;LINESTRING(72.890172 41.695721,72.884161 41.738292)
1934;LINESTRING(72.946796 41.698185,72.946796 41.698185)
1934;LINESTRING(72.946796 41.698185,72.946796 41.698185)
1934;LINESTRING(72.890172 41.695721,72.870871 41.731623)
1945;LINESTRING(71.124808 42.797445,71.013258 42.78682)
1946;LINESTRING(71.66007 42.667484,71.681465 42.634133)
1947;LINESTRING(71.681465 42.634133,71.66007 42.667484)
1947;LINESTRING(71.8855 42.597553,71.887126 42.585767)
1950;LINESTRING(73.191826 41.919496,73.207921 41.844627)
