Example_Model_F1	4.5	0.01457038550167134 0.01676194486323495 0.009519318888928366 0.008123920926452227 0.0060127180985770174 0.004904433843926571 0.004094426019573955 0.0031305221712325374 0.002298322936046832 0.0019176394683219442 0.0015139127216506573 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Example_Model_F2	4.5	0.008009082803284438 0.010079993613099919 0.0064670806426681635 0.005841333506731748 0.004023581284481385 0.00419359174025559 0.0032489144235592735 0.001506932763092715 0.0019090582998622237 0.0013713849192888035 0.0013789113752622052 0.0005677865941214728 0.0004442739284474012 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Example_Model_F3	4.5	0.017482097409354875 0.007681889273676606 0.007855410517362917 0.0056681510057657175 0.005148425763497138 0.0047168081729773055 0.0034910283009810285 0.002793822956085937 0.0017876948779154524 0.0014271558678090079 0.0014202075288763836 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Example_Model_F5	4.5	0.021112323651481284 0.014217288794565068 0.014968565146514984 0.011327755531254962 0.009571585828089759 0.005860466021074224 0.004861983063452337 0.005094190212006895 0.003996292700083516 0.003243181775582748 0.0020354582145525432 0.0006455653399025798 0.000563120410786958 0.0005026566481131043 0.00040084664588947564 0.0 0.0 0.0 0.0 0.0
Example_Model_scenario_f_1=['F1']_f_2=['F2']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0012628796085719508 0.0010393334680226035 0.0009573204453545084 0.0009129764355019381 0.0007533999114329785 0.0 0.0 0.0 0.0
Example_Model_scenario_f_1=['F1']_f_2=['F2']_f_3=['F3']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0008935939183860681 0.0003375843482029309 0.0 0.0
Example_Model_scenario_f_1=['F1']_f_2=['F2']_f_3=['F3']_f_4=['F5']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0005788970770695004 0.001020015721644644 0.0008145294631682343
Example_Model_scenario_f_1=['F2']_f_2=['F3']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001269885536520471 0.0009344973535022987 0.0008206860666980759 0.0005157868161866114 0.0006253703014008525 0.0 0.0 0.0 0.0
Example_Model_scenario_f_1=['F2']_f_2=['F3']_f_3=['F5']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000713027825985034 0.00036259207353928535 0.0 0.0
Example_Model_scenario_f_1=['F3']_f_2=['F5']	4.5	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0013158579166354372 0.0010609388517264643 0.0009434387843855708 0.0007392330113228115 0.0006702384783365107 0.0 0.0 0.0 0.0
