#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-30T00:28:48', checksum=421958827, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0050000,poe-0.0070015,poe-0.0098041,poe-0.0137286,poe-0.0192240,poe-0.0269192,poe-0.0376948,poe-0.0527836,poe-0.0739125,poe-0.1034991,poe-0.1449289,poe-0.2029427,poe-0.2841789,poe-0.3979333,poe-0.5572227,poe-0.7802743,poe-1.0926116,poe-1.5299748,poe-2.1424109,poe-3.0000000
101.79163,29.10646,0.00000,3.728330E-02,2.548875E-02,1.669513E-02,1.047407E-02,6.300098E-03,3.638256E-03,2.019311E-03,1.076829E-03,5.520725E-04,2.729944E-04,1.308196E-04,6.118476E-05,2.814693E-05,1.257527E-05,5.288799E-06,1.948764E-06,5.601428E-07,1.099406E-07,6.283995E-09,0.000000E+00
101.79183,29.24136,0.00000,4.208272E-02,2.920566E-02,1.947385E-02,1.247389E-02,7.678208E-03,4.539296E-03,2.571473E-03,1.388923E-03,7.119505E-04,3.458115E-04,1.598240E-04,7.101124E-05,3.082902E-05,1.318522E-05,5.392990E-06,1.958818E-06,5.609890E-07,1.100696E-07,6.285426E-09,0.000000E+00
101.79204,29.37626,0.00000,4.646158E-02,3.261371E-02,2.198810E-02,1.421430E-02,8.798077E-03,5.203472E-03,2.930561E-03,1.563898E-03,7.866581E-04,3.727002E-04,1.675713E-04,7.273824E-05,3.108767E-05,1.322691E-05,5.404478E-06,1.962210E-06,5.618203E-07,1.102033E-07,6.287727E-09,0.000000E+00
101.79224,29.51115,0.00000,5.064831E-02,3.578349E-02,2.425859E-02,1.574446E-02,9.759339E-03,5.763149E-03,3.230967E-03,1.711093E-03,8.514829E-04,3.976325E-04,1.754658E-04,7.465609E-05,3.140157E-05,1.326229E-05,5.415987E-06,1.965644E-06,5.626648E-07,1.103392E-07,6.290400E-09,0.000000E+00
101.79245,29.64605,0.00000,5.431973E-02,3.863138E-02,2.634200E-02,1.718367E-02,1.069274E-02,6.328227E-03,3.548953E-03,1.876283E-03,9.296397E-04,4.302490E-04,1.868615E-04,7.773359E-05,3.200334E-05,1.332326E-05,5.427639E-06,1.969107E-06,5.635172E-07,1.104760E-07,6.293225E-09,0.000000E+00
101.79266,29.78095,0.00000,5.764749E-02,4.130822E-02,2.838652E-02,1.866905E-02,1.171497E-02,6.984459E-03,3.938770E-03,2.088154E-03,1.033471E-03,4.747937E-04,2.030759E-04,8.239831E-05,3.298097E-05,1.342960E-05,5.439394E-06,1.972612E-06,5.643819E-07,1.106153E-07,6.296075E-09,0.000000E+00
101.79287,29.91585,0.00000,6.014657E-02,4.336742E-02,3.000540E-02,1.988405E-02,1.258160E-02,7.563023E-03,4.294512E-03,2.287987E-03,1.134603E-03,5.200975E-04,2.205063E-04,8.782501E-05,3.423724E-05,1.360000E-05,5.451138E-06,1.976149E-06,5.652557E-07,1.107565E-07,6.298956E-09,0.000000E+00
101.79308,30.05075,0.00000,6.172192E-02,4.468434E-02,3.106712E-02,2.070503E-02,1.318658E-02,7.981233E-03,4.560021E-03,2.440948E-03,1.213521E-03,5.560470E-04,2.346675E-04,9.239909E-05,3.536707E-05,1.378089E-05,5.462037E-06,1.979648E-06,5.661441E-07,1.108989E-07,6.301922E-09,0.000000E+00
101.79330,30.18565,0.00000,6.213586E-02,4.497292E-02,3.127399E-02,2.085856E-02,1.330406E-02,8.069956E-03,4.622087E-03,2.479423E-03,1.234098E-03,5.654123E-04,2.381439E-04,9.347584E-05,3.561962E-05,1.382727E-05,5.468111E-06,1.981794E-06,5.669339E-07,1.110455E-07,6.305174E-09,0.000000E+00
101.79351,30.32055,0.00000,6.131971E-02,4.412406E-02,3.048529E-02,2.019273E-02,1.279341E-02,7.716891E-03,4.403627E-03,2.358140E-03,1.173533E-03,5.384968E-04,2.277795E-04,9.011533E-05,3.479040E-05,1.368434E-05,5.452053E-06,1.974008E-06,5.641852E-07,1.103800E-07,6.214297E-09,0.000000E+00
