#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T15:41:13', checksum=3097547921, kind='mean', investigation_time=1.0, imt='SA(1.0)'"
lon,lat,depth,poe-0.0050000,poe-0.0070015,poe-0.0098041,poe-0.0137286,poe-0.0192240,poe-0.0269192,poe-0.0376948,poe-0.0527836,poe-0.0739125,poe-0.1034991,poe-0.1449289,poe-0.2029427,poe-0.2841789,poe-0.3979333,poe-0.5572227,poe-0.7802743,poe-1.0926116,poe-1.5299748,poe-2.1424109,poe-3.0000000
101.99498,28.90622,0.00000,9.593102E-03,6.598147E-03,4.378818E-03,2.791862E-03,1.701758E-03,9.858815E-04,5.395991E-04,2.779623E-04,1.352126E-04,6.317778E-05,2.941128E-05,1.422944E-05,7.208901E-06,3.662367E-06,1.746277E-06,7.367817E-07,2.614882E-07,7.330132E-08,1.397322E-08,1.424214E-09
101.99519,29.04111,0.00000,1.174752E-02,8.232189E-03,5.597075E-03,3.683059E-03,2.337600E-03,1.424500E-03,8.290188E-04,4.584914E-04,2.407503E-04,1.209303E-04,5.936712E-05,2.944168E-05,1.505969E-05,7.827626E-06,3.938520E-06,1.804771E-06,7.180134E-07,2.365975E-07,5.845203E-08,9.360797E-09
101.99538,29.17601,0.00000,1.474472E-02,1.056404E-02,7.387741E-03,5.042348E-03,3.356315E-03,2.174285E-03,1.366312E-03,8.295613E-04,4.850674E-04,2.730638E-04,1.486501E-04,7.909824E-05,4.154783E-05,2.153142E-05,1.077599E-05,5.018033E-06,2.086375E-06,7.384876E-07,2.081241E-07,3.932735E-08
101.99559,29.31091,0.00000,1.835791E-02,1.346753E-02,9.684850E-03,6.838541E-03,4.747082E-03,3.239246E-03,2.170449E-03,1.424413E-03,9.132555E-04,5.710569E-04,3.479729E-04,2.063279E-04,1.182857E-04,6.461296E-05,3.283881E-05,1.506937E-05,6.038289E-06,2.033564E-06,5.355770E-07,8.967615E-08
101.99580,29.44581,0.00000,2.104834E-02,1.549318E-02,1.119151E-02,7.948673E-03,5.555862E-03,3.820815E-03,2.579525E-03,1.703458E-03,1.095488E-03,6.832929E-04,4.124261E-04,2.407991E-04,1.357406E-04,7.337150E-05,3.741038E-05,1.753554E-05,7.312895E-06,2.610713E-06,7.507178E-07,1.556726E-07
101.99600,29.58071,0.00000,2.230015E-02,1.629175E-02,1.166181E-02,8.188301E-03,5.640703E-03,3.807966E-03,2.512832E-03,1.615003E-03,1.006963E-03,6.073005E-04,3.538798E-04,1.994310E-04,1.086035E-04,5.678524E-05,2.802880E-05,1.272552E-05,5.132315E-06,1.768227E-06,4.901432E-07,9.538329E-08
101.99621,29.71560,0.00000,2.273197E-02,1.638786E-02,1.154330E-02,7.939283E-03,5.325899E-03,3.476995E-03,2.203247E-03,1.351540E-03,8.010056E-04,4.584059E-04,2.537259E-04,1.361752E-04,7.082052E-05,3.539678E-05,1.667753E-05,7.204280E-06,2.753634E-06,8.930668E-07,2.299352E-07,4.033209E-08
101.99641,29.85050,0.00000,2.298471E-02,1.634781E-02,1.131508E-02,7.602705E-03,4.943676E-03,3.099156E-03,1.865981E-03,1.076062E-03,5.938980E-04,3.142968E-04,1.603808E-04,7.959535E-05,3.872955E-05,1.849603E-05,8.592833E-06,3.794391E-06,1.535275E-06,5.442651E-07,1.629307E-07,3.679920E-08
101.99663,29.98540,0.00000,2.367410E-02,1.666409E-02,1.137971E-02,7.511517E-03,4.771469E-03,2.901623E-03,1.680897E-03,9.242996E-04,4.821669E-04,2.395924E-04,1.147864E-04,5.421893E-05,2.598787E-05,1.287079E-05,6.490903E-06,3.172197E-06,1.415662E-06,5.474548E-07,1.718454E-07,3.893838E-08
101.99684,30.12030,0.00000,2.487725E-02,1.746106E-02,1.186840E-02,7.785425E-03,4.909558E-03,2.964038E-03,1.707599E-03,9.375144E-04,4.918790E-04,2.486330E-04,1.229181E-04,6.078507E-05,3.076215E-05,1.608701E-05,8.531742E-06,4.376280E-06,2.050928E-06,8.342666E-07,2.801993E-07,7.120951E-08
101.99706,30.25520,0.00000,2.660112E-02,1.865439E-02,1.265572E-02,8.288972E-03,5.230632E-03,3.174551E-03,1.851618E-03,1.039551E-03,5.647372E-04,2.996494E-04,1.573476E-04,8.277411E-05,4.370344E-05,2.279719E-05,1.138656E-05,5.235188E-06,2.130454E-06,7.379022E-07,2.032624E-07,3.836773E-08
