#,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-30T00:28:48', checksum=421958827, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404
102.73419,30.59034,1.629471E-01,3.192172E-01
102.73572,30.72524,1.329689E-01,2.742625E-01
102.73726,30.86014,1.179288E-01,2.535916E-01
102.73882,30.99504,1.087932E-01,2.420460E-01
102.74038,31.12993,1.010804E-01,2.329918E-01
102.74195,31.26483,9.345896E-02,2.257694E-01
102.74354,31.39973,8.164673E-02,2.067535E-01
102.74513,31.53463,6.572638E-02,1.300167E-01
102.74674,31.66953,5.614512E-02,1.115737E-01
102.86444,28.43197,3.523133E-02,7.909954E-02
102.86601,28.56687,5.432849E-02,1.896494E-01
102.86759,28.70177,7.078850E-02,2.141206E-01
102.86919,28.83666,7.734442E-02,2.189158E-01
102.87079,28.97156,8.085795E-02,2.206989E-01
102.87240,29.10646,8.426192E-02,2.223952E-01
102.87403,29.24136,8.869886E-02,2.250815E-01
102.87566,29.37626,9.518833E-02,2.300945E-01
102.87731,29.51115,1.058595E-01,2.403603E-01
102.87897,29.64605,1.243055E-01,2.619499E-01
102.88064,29.78095,1.507757E-01,2.951496E-01
102.88232,29.91585,1.816264E-01,3.387949E-01
102.88401,30.05075,3.201090E-01,5.605533E-01
102.88571,30.18565,8.635488E-01,1.424306E+00
102.88743,30.32054,3.298755E-01,5.672585E-01
102.88916,30.45544,2.087194E-01,3.746873E-01
102.89090,30.59034,2.144457E-01,3.976917E-01
102.89265,30.72524,1.668158E-01,3.231668E-01
102.89441,30.86014,1.439246E-01,2.903428E-01
102.89618,30.99504,1.266820E-01,2.664698E-01
102.89797,31.12993,1.149959E-01,2.507872E-01
102.89977,31.26483,1.064767E-01,2.409407E-01
102.90158,31.39973,9.739981E-02,2.305276E-01
102.90340,31.53463,8.659844E-02,2.138782E-01
102.90524,31.66953,7.554037E-02,2.008833E-01
102.90709,31.80443,5.899664E-02,1.191276E-01
103.01609,28.29707,2.677952E-02,5.275420E-02
103.01785,28.43197,3.852936E-02,8.725054E-02
103.01961,28.56687,6.128770E-02,2.053059E-01
103.02139,28.70177,7.466684E-02,2.176143E-01
103.02318,28.83666,7.916979E-02,2.201217E-01
103.02498,28.97156,8.254981E-02,2.218669E-01
103.02680,29.10646,8.641725E-02,2.240946E-01
103.02863,29.24136,9.182741E-02,2.279971E-01
103.03047,29.37626,1.002009E-01,2.354656E-01
103.03232,29.51115,1.138419E-01,2.505549E-01
103.03418,29.64605,1.385415E-01,2.836349E-01
103.03606,29.78095,2.013731E-01,3.827886E-01
103.03795,29.91585,1.983751E-01,3.685671E-01
103.03986,30.05075,1.951680E-01,3.518007E-01
103.04177,30.18565,4.064310E-01,6.721842E-01
103.04370,30.32054,5.861788E-01,9.333356E-01
103.04565,30.45544,2.974070E-01,5.008598E-01
103.04760,30.59034,2.109244E-01,3.753009E-01
103.04957,30.72524,2.258460E-01,4.147595E-01
103.05156,30.86014,1.848666E-01,3.580273E-01
103.05355,30.99504,1.543285E-01,3.091702E-01
103.05556,31.12993,1.371176E-01,2.848470E-01
103.05759,31.26483,1.227676E-01,2.645770E-01
103.05962,31.39973,1.103786E-01,2.466530E-01
103.06168,31.53463,1.003608E-01,2.335671E-01
103.06374,31.66953,9.051422E-02,2.233436E-01
103.06582,31.80443,7.672329E-02,2.023369E-01
103.06791,31.93932,5.834008E-02,1.178850E-01
103.16930,28.29707,2.722688E-02,5.350190E-02
103.17125,28.43197,3.913825E-02,8.811464E-02
103.17321,28.56687,6.209259E-02,2.057563E-01
103.17518,28.70177,7.551987E-02,2.183688E-01
103.17717,28.83666,8.034585E-02,2.210378E-01
103.17918,28.97156,8.447214E-02,2.234395E-01
103.18119,29.10646,8.987513E-02,2.274050E-01
103.18322,29.24136,9.783348E-02,2.346165E-01
103.18527,29.37626,1.117024E-01,2.502999E-01
103.18733,29.51115,1.396214E-01,2.885098E-01
103.18940,29.64605,2.026440E-01,3.833737E-01
103.19149,29.78095,2.946363E-01,5.276235E-01
103.19359,29.91585,3.536771E-01,6.393303E-01
103.19570,30.05075,2.231845E-01,4.030850E-01
103.19783,30.18565,2.576246E-01,4.404922E-01
103.19998,30.32054,6.596781E-01,1.058035E+00
103.20214,30.45544,5.517738E-01,8.619863E-01
103.20431,30.59034,3.156305E-01,5.322240E-01
103.20650,30.72524,2.300888E-01,4.148415E-01
103.20870,30.86014,1.970041E-01,3.610385E-01
103.21092,30.99504,2.008286E-01,3.876193E-01
103.21316,31.12993,1.758982E-01,3.492260E-01
103.21540,31.26483,1.489262E-01,3.064234E-01
103.21767,31.39973,1.273981E-01,2.717897E-01
103.21995,31.53463,1.115098E-01,2.470811E-01
103.22224,31.66953,1.001849E-01,2.332419E-01
103.22455,31.80443,8.996073E-02,2.228522E-01
103.22688,31.93932,7.445705E-02,1.998380E-01
103.22922,32.07422,5.437468E-02,1.057765E-01
103.32465,28.43197,3.735007E-02,8.238251E-02
103.32681,28.56687,5.749136E-02,1.930878E-01
103.32898,28.70177,7.404137E-02,2.170367E-01
103.33117,28.83666,8.104648E-02,2.217078E-01
103.33337,28.97156,8.649074E-02,2.252979E-01
103.33559,29.10646,9.489813E-02,2.328050E-01
103.33782,29.24136,1.108282E-01,2.510812E-01
103.34007,29.37626,1.425746E-01,2.948818E-01
103.34234,29.51115,2.239182E-01,4.201647E-01
103.34462,29.64605,4.069915E-01,7.025725E-01
103.34691,29.78095,3.598215E-01,6.298007E-01
103.34922,29.91585,3.168191E-01,5.593866E-01
103.35155,30.05075,3.749308E-01,6.646713E-01
103.35389,30.18565,2.350552E-01,4.050027E-01
103.35625,30.32054,2.984958E-01,4.918059E-01
103.35863,30.45544,5.195771E-01,8.352945E-01
103.36102,30.59034,6.706039E-01,1.134937E+00
103.36343,30.72524,4.128312E-01,6.967692E-01
103.36585,30.86014,2.600795E-01,4.640334E-01
103.36829,30.99504,2.265896E-01,4.108482E-01
103.37075,31.12993,1.886654E-01,3.538692E-01
103.37322,31.26483,1.891339E-01,3.762926E-01
103.37571,31.39973,1.549644E-01,3.157882E-01
103.37822,31.53463,1.265877E-01,2.683329E-01
103.38074,31.66953,1.113242E-01,2.461168E-01
103.38328,31.80443,1.002113E-01,2.339951E-01
103.38584,31.93932,8.711929E-02,2.195065E-01
103.38841,32.07422,6.463294E-02,1.294492E-01
103.39101,32.20912,5.008924E-02,9.590922E-02
103.47805,28.43197,3.412503E-02,6.990772E-02
103.48040,28.56687,4.896314E-02,1.122153E-01
103.48277,28.70177,7.033838E-02,2.124861E-01
103.48516,28.83666,8.115046E-02,2.219303E-01
103.48756,28.97156,8.790731E-02,2.267304E-01
103.48998,29.10646,9.963646E-02,2.383065E-01
103.49242,29.24136,1.298542E-01,2.782774E-01
103.49488,29.37626,2.369161E-01,4.404528E-01
103.49735,29.51115,6.015823E-01,1.018783E+00
103.49983,29.64605,5.291577E-01,8.959106E-01
103.50234,29.78095,4.381144E-01,7.598386E-01
103.50486,29.91585,3.804210E-01,6.439201E-01
103.50740,30.05075,3.844784E-01,6.442975E-01
103.50995,30.18565,3.963679E-01,6.511844E-01
103.51253,30.32054,3.385932E-01,5.809367E-01
103.51512,30.45544,2.900547E-01,4.853213E-01
103.51773,30.59034,3.139555E-01,5.357566E-01
103.52035,30.72524,4.721892E-01,8.173487E-01
103.52300,30.86014,5.169626E-01,8.860747E-01
103.52566,30.99504,4.558578E-01,7.717595E-01
103.52834,31.12993,2.666715E-01,4.758759E-01
103.53104,31.26483,2.069622E-01,3.869161E-01
103.53375,31.39973,1.961453E-01,3.910426E-01
103.53649,31.53463,1.574231E-01,3.143077E-01
103.53924,31.66953,1.324773E-01,2.764021E-01
103.54201,31.80443,1.136699E-01,2.510662E-01
103.54480,31.93932,9.896011E-02,2.339046E-01
103.54761,32.07422,8.194152E-02,2.093595E-01
103.55044,32.20912,6.097592E-02,1.243133E-01
103.55329,32.34402,4.699403E-02,9.153990E-02
103.63400,28.56687,4.396170E-02,9.573025E-02
103.63657,28.70177,6.695645E-02,2.089410E-01
103.63915,28.83666,8.027670E-02,2.212770E-01
103.64176,28.97156,8.768885E-02,2.266126E-01
103.64438,29.10646,9.963615E-02,2.383897E-01
103.64702,29.24136,1.299573E-01,2.784976E-01
103.64968,29.37626,2.335829E-01,4.353918E-01
103.65235,29.51115,5.858961E-01,9.890594E-01
103.65505,29.64605,6.639910E-01,1.125827E+00
103.65776,29.78095,5.415986E-01,9.124997E-01
103.66049,29.91585,4.419107E-01,7.364109E-01
103.66324,30.05075,3.979054E-01,6.492043E-01
103.66601,30.18565,4.030969E-01,6.451206E-01
103.66880,30.32054,3.914554E-01,6.333754E-01
103.67161,30.45544,3.593355E-01,6.126116E-01
103.67443,30.59034,3.582599E-01,6.077573E-01
103.67728,30.72524,2.999816E-01,5.031929E-01
103.68014,30.86014,3.330559E-01,5.657099E-01
103.68303,30.99504,4.433973E-01,7.482994E-01
103.68593,31.12993,3.417005E-01,6.098524E-01
103.68885,31.26483,2.371456E-01,4.362928E-01
103.69180,31.39973,2.285258E-01,4.355782E-01
103.69476,31.53463,2.324667E-01,4.373171E-01
103.69774,31.66953,1.758288E-01,3.452170E-01
103.70074,31.80443,1.379011E-01,2.873905E-01
103.70377,31.93932,1.127814E-01,2.520528E-01
103.70681,32.07422,9.597089E-02,2.316439E-01
103.70987,32.20912,7.793419E-02,2.063913E-01
103.71296,32.34402,5.709960E-02,1.191870E-01
103.71606,32.47892,4.322122E-02,8.539706E-02
103.78760,28.56687,4.011735E-02,8.663541E-02
103.79036,28.70177,6.053681E-02,1.951208E-01
103.79315,28.83666,7.716341E-02,2.184611E-01
103.79595,28.97156,8.561090E-02,2.248134E-01
103.79878,29.10646,9.467410E-02,2.328131E-01
103.80162,29.24136,1.107844E-01,2.512756E-01
103.80448,29.37626,1.407731E-01,2.924305E-01
103.80736,29.51115,2.167475E-01,4.086440E-01
103.81027,29.64605,5.788656E-01,9.757360E-01
103.81319,29.78095,6.147977E-01,1.041978E+00
103.81613,29.91585,5.467259E-01,8.779839E-01
103.81909,30.05075,5.023845E-01,8.113362E-01
103.82207,30.18565,4.854288E-01,7.873645E-01
103.82508,30.32054,4.303922E-01,7.200017E-01
103.82810,30.45544,3.812890E-01,6.395374E-01
103.83114,30.59034,3.464517E-01,5.761696E-01
103.83421,30.72524,3.973112E-01,6.678538E-01
103.83729,30.86014,3.440143E-01,5.733328E-01
103.84040,30.99504,3.461806E-01,6.024876E-01
103.84352,31.12993,4.777233E-01,8.518600E-01
103.84667,31.26483,3.403988E-01,5.980060E-01
103.84984,31.39973,2.781341E-01,4.838325E-01
103.85303,31.53463,2.211037E-01,4.033138E-01
103.85624,31.66953,2.297111E-01,4.364123E-01
103.85948,31.80443,1.803102E-01,3.596790E-01
103.86273,31.93932,1.329884E-01,2.852691E-01
103.86601,32.07422,1.054198E-01,2.441480E-01
103.86931,32.20912,8.917333E-02,2.254909E-01
103.87263,32.34402,7.213263E-02,2.018299E-01
103.87597,32.47892,5.198728E-02,1.119320E-01
103.87934,32.61381,3.817692E-02,7.632788E-02
103.94416,28.70177,4.999676E-02,1.131221E-01
103.94714,28.83666,7.115728E-02,2.117614E-01
103.95015,28.97156,8.234144E-02,2.221157E-01
103.95317,29.10646,8.905777E-02,2.269231E-01
103.95622,29.24136,9.718834E-02,2.342772E-01
103.95928,29.37626,1.112970E-01,2.499550E-01
103.96237,29.51115,1.478744E-01,2.994992E-01
103.96548,29.64605,2.996570E-01,5.357336E-01
103.96861,29.78095,6.965497E-01,1.169255E+00
103.97176,29.91585,7.286656E-01,1.160972E+00
103.97494,30.05075,6.892915E-01,1.091395E+00
103.97813,30.18565,6.055881E-01,9.921052E-01
103.98135,30.32054,5.416047E-01,8.909419E-01
103.98459,30.45544,4.775949E-01,7.925153E-01
103.98785,30.59034,4.414617E-01,7.322564E-01
103.99113,30.72524,3.851098E-01,6.389803E-01
103.99444,30.86014,3.985003E-01,6.341143E-01
103.99776,30.99504,5.093722E-01,8.189296E-01
104.00111,31.12993,5.507782E-01,8.674043E-01
104.00449,31.26483,6.295163E-01,1.051983E+00
104.00788,31.39973,4.655810E-01,7.839647E-01
104.01130,31.53463,3.162587E-01,5.602568E-01
104.01474,31.66953,2.216587E-01,4.126367E-01
104.01821,31.80443,1.875617E-01,3.725283E-01
104.02170,31.93932,1.529293E-01,3.232649E-01
104.02521,32.07422,1.119119E-01,2.553013E-01
104.02874,32.20912,9.360004E-02,2.311718E-01
104.03230,32.34402,8.120292E-02,2.188581E-01
104.03588,32.47892,6.298884E-02,1.927540E-01
104.03949,32.61381,4.186866E-02,8.768232E-02
104.09795,28.70177,4.224138E-02,9.025759E-02
104.10114,28.83666,6.199085E-02,1.958136E-01
104.10434,28.97156,7.740176E-02,2.179634E-01
104.10757,29.10646,8.443049E-02,2.225681E-01
104.11082,29.24136,9.057663E-02,2.271225E-01
104.11409,29.37626,1.020827E-01,2.380464E-01
104.11738,29.51115,1.264542E-01,2.676640E-01
104.12070,29.64605,1.877803E-01,3.534828E-01
104.12404,29.78095,3.284397E-01,5.620853E-01
104.12740,29.91585,7.150794E-01,1.142604E+00
104.13078,30.05075,9.458978E-01,1.468945E+00
104.13419,30.18565,8.340674E-01,1.355069E+00
104.13762,30.32054,7.158161E-01,1.170657E+00
104.14108,30.45544,6.057823E-01,9.567233E-01
104.14456,30.59034,5.401998E-01,8.825806E-01
104.14806,30.72524,4.638977E-01,7.668582E-01
104.15158,30.86014,4.840899E-01,7.745774E-01
104.15513,30.99504,4.264840E-01,6.823159E-01
104.15871,31.12993,4.029389E-01,6.493517E-01
104.16230,31.26483,4.025505E-01,6.343468E-01
104.16593,31.39973,5.959830E-01,1.000171E+00
104.16957,31.53463,5.105307E-01,8.671088E-01
104.17324,31.66953,2.991476E-01,5.554392E-01
104.17694,31.80443,1.841625E-01,3.673971E-01
104.18066,31.93932,1.333689E-01,2.887518E-01
104.18440,32.07422,1.088101E-01,2.513671E-01
104.18818,32.20912,9.311354E-02,2.310351E-01
104.19197,32.34402,8.292428E-02,2.214371E-01
104.19579,32.47892,6.710809E-02,2.043155E-01
104.19964,32.61381,4.332883E-02,9.164073E-02
104.25513,28.83666,4.993826E-02,1.127012E-01
104.25853,28.97156,6.988455E-02,2.102999E-01
104.26196,29.10646,8.019988E-02,2.187341E-01
104.26542,29.24136,8.690209E-02,2.235785E-01
104.26889,29.37626,9.578661E-02,2.312087E-01
104.27239,29.51115,1.102233E-01,2.459294E-01
104.27591,29.64605,1.330234E-01,2.729739E-01
104.27946,29.78095,1.793694E-01,3.347925E-01
104.28303,29.91585,2.319883E-01,4.082682E-01
104.28663,30.05075,2.734064E-01,4.613924E-01
104.29025,30.18565,2.832483E-01,4.834924E-01
104.29390,30.32054,5.996863E-01,9.731395E-01
104.29757,30.45544,8.182862E-01,1.309400E+00
104.30126,30.59034,6.914489E-01,1.131051E+00
104.30498,30.72524,5.959306E-01,9.500281E-01
104.30873,30.86014,6.124309E-01,9.532083E-01
104.31250,30.99504,5.212844E-01,8.402029E-01
104.31630,31.12993,4.876876E-01,7.987860E-01
104.32012,31.26483,3.217166E-01,5.405985E-01
104.32397,31.39973,2.463832E-01,4.344976E-01
104.32784,31.53463,3.366867E-01,6.045278E-01
104.33174,31.66953,3.956666E-01,7.349054E-01
104.33567,31.80443,1.651361E-01,3.375926E-01
104.33962,31.93932,1.159223E-01,2.587128E-01
104.34360,32.07422,9.809150E-02,2.356043E-01
104.34761,32.20912,8.955153E-02,2.273905E-01
104.35164,32.34402,8.000283E-02,2.190006E-01
104.35570,32.47892,6.205107E-02,1.906381E-01
104.35979,32.61381,4.125101E-02,8.585922E-02
104.40912,28.83666,4.091857E-02,8.802670E-02
104.41273,28.97156,5.787485E-02,1.908670E-01
104.41636,29.10646,7.083431E-02,2.043477E-01
104.42001,29.24136,8.114329E-02,2.181806E-01
104.42369,29.37626,8.942778E-02,2.251463E-01
104.42740,29.51115,9.793545E-02,2.321818E-01
104.43113,29.64605,1.099556E-01,2.442933E-01
104.43489,29.78095,1.249889E-01,2.614288E-01
104.43867,29.91585,1.414240E-01,2.808160E-01
104.44248,30.05075,1.508035E-01,2.916488E-01
104.44631,30.18565,1.698157E-01,3.182967E-01
104.45017,30.32054,2.247534E-01,4.000656E-01
104.45406,30.45544,3.401071E-01,5.811042E-01
104.45797,30.59034,8.819566E-01,1.429583E+00
104.46191,30.72524,8.180588E-01,1.266359E+00
104.46588,30.86014,7.580399E-01,1.192787E+00
104.46987,30.99504,6.956574E-01,1.117676E+00
104.47389,31.12993,6.459434E-01,1.041505E+00
104.47794,31.26483,3.043669E-01,5.191661E-01
104.48201,31.39973,2.422930E-01,4.299155E-01
104.48611,31.53463,1.987299E-01,3.703063E-01
104.49024,31.66953,1.900604E-01,3.764426E-01
104.49440,31.80443,1.294405E-01,2.775513E-01
104.49859,31.93932,1.048812E-01,2.424066E-01
104.50280,32.07422,9.296638E-02,2.295348E-01
104.50704,32.20912,8.535001E-02,2.234322E-01
104.51131,32.34402,7.413673E-02,2.122421E-01
104.51561,32.47892,5.240877E-02,1.124770E-01
104.51994,32.61381,3.760283E-02,7.421942E-02
104.56692,28.97156,4.302420E-02,9.436283E-02
104.57075,29.10646,5.357492E-02,1.160885E-01
104.57461,29.24136,6.901783E-02,1.996005E-01
104.57850,29.37626,8.145209E-02,2.180073E-01
104.58241,29.51115,8.898725E-02,2.235313E-01
104.58635,29.64605,9.625471E-02,2.299832E-01
104.59031,29.78095,1.032814E-01,2.362236E-01
104.59431,29.91585,1.102264E-01,2.431348E-01
104.59832,30.05075,1.149380E-01,2.475353E-01
104.60237,30.18565,1.268572E-01,2.617526E-01
104.60645,30.32054,1.437492E-01,2.831034E-01
104.61055,30.45544,1.816888E-01,3.375412E-01
104.61468,30.59034,2.637391E-01,4.534877E-01
104.61884,30.72524,4.204345E-01,6.718382E-01
104.62302,30.86014,6.517680E-01,1.050283E+00
104.62724,30.99504,8.676941E-01,1.375053E+00
104.63148,31.12993,8.166904E-01,1.293103E+00
104.63575,31.26483,6.958436E-01,1.179901E+00
104.64005,31.39973,3.554233E-01,6.247438E-01
104.64438,31.53463,1.672202E-01,3.184936E-01
104.64874,31.66953,1.319370E-01,2.729754E-01
104.65313,31.80443,1.114027E-01,2.483355E-01
104.65755,31.93932,9.759605E-02,2.331138E-01
104.66200,32.07422,8.915669E-02,2.256677E-01
104.66648,32.20912,8.233485E-02,2.210710E-01
104.67098,32.34402,6.886920E-02,2.071228E-01
104.67552,32.47892,4.632469E-02,9.616560E-02
104.72921,29.24136,5.199315E-02,1.120811E-01
104.73330,29.37626,6.664012E-02,1.963720E-01
104.73742,29.51115,7.665408E-02,2.067141E-01
104.74156,29.64605,8.532922E-02,2.198544E-01
104.74574,29.78095,9.111875E-02,2.244628E-01
104.74994,29.91585,9.571809E-02,2.285528E-01
104.75417,30.05075,1.001734E-01,2.323579E-01
104.75843,30.18565,1.062075E-01,2.379265E-01
104.76272,30.32054,1.156892E-01,2.484155E-01
104.76704,30.45544,1.312027E-01,2.672690E-01
104.77139,30.59034,1.554327E-01,2.982106E-01
104.77576,30.72524,1.822519E-01,3.346226E-01
104.78017,30.86014,2.113535E-01,3.786343E-01
104.78461,30.99504,2.377540E-01,4.217208E-01
104.78907,31.12993,5.255435E-01,8.884571E-01
104.79357,31.26483,1.013178E+00,1.739126E+00
104.79810,31.39973,6.823387E-01,1.185931E+00
104.80266,31.53463,1.866260E-01,3.550270E-01
104.80724,31.66953,1.227430E-01,2.591976E-01
104.81186,31.80443,1.038104E-01,2.376404E-01
104.81651,31.93932,9.341306E-02,2.283765E-01
104.82120,32.07422,8.632361E-02,2.231372E-01
104.82591,32.20912,7.833021E-02,2.174208E-01
104.83066,32.34402,6.158336E-02,1.909119E-01
104.83543,32.47892,4.174557E-02,8.604492E-02
104.88810,29.37626,4.814451E-02,1.010170E-01
104.89243,29.51115,5.685879E-02,1.192013E-01
104.89678,29.64605,6.938057E-02,1.973177E-01
104.90116,29.78095,7.774054E-02,2.066719E-01
104.90558,29.91585,8.514250E-02,2.191885E-01
104.91002,30.05075,9.047831E-02,2.240635E-01
104.91449,30.18565,9.504568E-02,2.274996E-01
104.91899,30.32054,1.009364E-01,2.329644E-01
104.92353,30.45544,1.080591E-01,2.401192E-01
104.92809,30.59034,1.163741E-01,2.495042E-01
104.93269,30.72524,1.250039E-01,2.600551E-01
104.93732,30.86014,1.305020E-01,2.672844E-01
104.94198,30.99504,1.606915E-01,3.103504E-01
104.94667,31.12993,3.641312E-01,6.435205E-01
104.95139,31.26483,8.776575E-01,1.550249E+00
104.95614,31.39973,8.037770E-01,1.409863E+00
104.96093,31.53463,2.261212E-01,4.235955E-01
104.96574,31.66953,1.255147E-01,2.649606E-01
104.97060,31.80443,1.018104E-01,2.355631E-01
104.97548,31.93932,9.102765E-02,2.260581E-01
104.98039,32.07422,8.372484E-02,2.210051E-01
104.98534,32.20912,7.212479E-02,2.097987E-01
104.99033,32.34402,5.099447E-02,1.102776E-01
105.05200,29.64605,4.999641E-02,1.026220E-01
105.05659,29.78095,5.783557E-02,1.194088E-01
105.06121,29.91585,7.099968E-02,1.990961E-01
105.06586,30.05075,8.133197E-02,2.166901E-01
105.07055,30.18565,8.683798E-02,2.207783E-01
