#,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T15:41:13', checksum=3097547921, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
101.99498,28.90622,3.388131E-02,7.383431E-02,7.427719E-02,1.644971E-01,1.663543E-02,4.365914E-02
101.99518,29.04111,4.804398E-02,1.052834E-01,1.101218E-01,2.462857E-01,2.064356E-02,5.639218E-02
101.99538,29.17601,7.485685E-02,1.681225E-01,1.776784E-01,4.106292E-01,2.755845E-02,8.227256E-02
101.99559,29.31091,1.155010E-01,2.705011E-01,2.830300E-01,6.658226E-01,3.862875E-02,1.309448E-01
101.99579,29.44581,1.267558E-01,2.786641E-01,3.107981E-01,6.842695E-01,4.445456E-02,1.468129E-01
101.99600,29.58071,1.153878E-01,2.455097E-01,2.826097E-01,6.018512E-01,4.313762E-02,1.334422E-01
101.99621,29.71561,9.699629E-02,2.040069E-01,2.333064E-01,4.946047E-01,3.889822E-02,1.112161E-01
101.99642,29.85050,7.860130E-02,1.605285E-01,1.853592E-01,3.850597E-01,3.479718E-02,9.062468E-02
101.99663,29.98540,6.745745E-02,1.334420E-01,1.559488E-01,3.127150E-01,3.281127E-02,8.048196E-02
101.99684,30.12030,6.624532E-02,1.335110E-01,1.524028E-01,3.117335E-01,3.317456E-02,8.145153E-02
101.99705,30.25520,7.092451E-02,1.494996E-01,1.636366E-01,3.524399E-01,3.479325E-02,8.830732E-02
101.99727,30.39010,7.243370E-02,1.522947E-01,1.672199E-01,3.594625E-01,3.565864E-02,9.038182E-02
101.99749,30.52500,6.846582E-02,1.420653E-01,1.571403E-01,3.317987E-01,3.521438E-02,8.699622E-02
101.99770,30.65989,6.209265E-02,1.272660E-01,1.404195E-01,2.932831E-01,3.404969E-02,8.141749E-02
101.99792,30.79479,5.554677E-02,1.129643E-01,1.218407E-01,2.536023E-01,3.273096E-02,7.600737E-02
101.99815,30.92969,4.952806E-02,1.003326E-01,1.057583E-01,2.186714E-01,3.155236E-02,7.126010E-02
101.99837,31.06459,4.457651E-02,9.038013E-02,9.191945E-02,1.908113E-01,3.062833E-02,6.759971E-02
101.99859,31.19949,4.060269E-02,8.270890E-02,8.068060E-02,1.687116E-01,2.992586E-02,6.481173E-02
101.99882,31.33438,3.749456E-02,7.688524E-02,7.180222E-02,1.517809E-01,2.937257E-02,6.266178E-02
101.99905,31.46928,3.466310E-02,7.192221E-02,6.382935E-02,1.372619E-01,2.891387E-02,6.084499E-02
101.99927,31.60418,3.247277E-02,6.798527E-02,5.765778E-02,1.258770E-01,2.852561E-02,5.940038E-02
101.99950,31.73908,3.075897E-02,6.484310E-02,5.289023E-02,1.170243E-01,2.815912E-02,5.816221E-02
101.99974,31.87398,2.942119E-02,6.227117E-02,4.918496E-02,1.101566E-01,2.780440E-02,5.705374E-02
