#,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T21:05:26', checksum=4195901245, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
101.79163,29.10646,2.130366E-02,4.566525E-02,3.786790E-02,8.862793E-02,1.855517E-02,3.894964E-02
101.79184,29.24136,2.421157E-02,5.192418E-02,4.408484E-02,1.033358E-01,2.032601E-02,4.270020E-02
101.79204,29.37626,2.732721E-02,5.764299E-02,5.102232E-02,1.168375E-01,2.200500E-02,4.633539E-02
101.79225,29.51115,3.041551E-02,6.379531E-02,5.819425E-02,1.313379E-01,2.388622E-02,5.044211E-02
101.79245,29.64605,3.396691E-02,7.046105E-02,6.633820E-02,1.473275E-01,2.587747E-02,5.452795E-02
101.79266,29.78095,3.830330E-02,7.861838E-02,7.630978E-02,1.666311E-01,2.808151E-02,5.922771E-02
101.79287,29.91585,4.191336E-02,8.636495E-02,8.486578E-02,1.856151E-01,3.004021E-02,6.401504E-02
101.79308,30.05075,4.471046E-02,9.165057E-02,9.149396E-02,1.989135E-01,3.157577E-02,6.729122E-02
101.79330,30.18565,4.570539E-02,9.287683E-02,9.362759E-02,2.015409E-01,3.223653E-02,6.830057E-02
101.79351,30.32054,4.454185E-02,8.882510E-02,9.040156E-02,1.904342E-01,3.181913E-02,6.630599E-02
101.79373,30.45544,4.188785E-02,8.090704E-02,8.359075E-02,1.697006E-01,3.060308E-02,6.197960E-02
101.94562,28.97156,2.120768E-02,4.706325E-02,3.769785E-02,9.260858E-02,1.853524E-02,3.948532E-02
101.94603,29.10646,2.470445E-02,5.749418E-02,4.515786E-02,1.170499E-01,2.071933E-02,4.597339E-02
101.94643,29.24136,2.850172E-02,6.636039E-02,5.379530E-02,1.384458E-01,2.284590E-02,5.123040E-02
101.94684,29.37626,3.236651E-02,7.358252E-02,6.272122E-02,1.561359E-01,2.510403E-02,5.580789E-02
101.94726,29.51115,3.664936E-02,8.178229E-02,7.276700E-02,1.755101E-01,2.745765E-02,6.102603E-02
101.94767,29.64605,4.122363E-02,8.991489E-02,8.357292E-02,1.953642E-01,2.987931E-02,6.610661E-02
101.94809,29.78095,4.668120E-02,9.974888E-02,9.682783E-02,2.198893E-01,3.271843E-02,7.215951E-02
101.94851,29.91585,5.357562E-02,1.130009E-01,1.128222E-01,2.522780E-01,3.614128E-02,7.970396E-02
101.94893,30.05075,5.821962E-02,1.216027E-01,1.243576E-01,2.744474E-01,3.865194E-02,8.471411E-02
101.94936,30.18565,5.976333E-02,1.236647E-01,1.279580E-01,2.794592E-01,3.957723E-02,8.615408E-02
101.94979,30.32054,5.735159E-02,1.171075E-01,1.213370E-01,2.613454E-01,3.862733E-02,8.278783E-02
101.95022,30.45544,5.274222E-02,1.040142E-01,1.093181E-01,2.271515E-01,3.638511E-02,7.574591E-02
101.95065,30.59034,4.760694E-02,9.096096E-02,9.703154E-02,1.945287E-01,3.402127E-02,6.869181E-02
102.09922,28.83666,2.030205E-02,4.462530E-02,3.573989E-02,8.777247E-02,1.794886E-02,3.784859E-02
102.09982,28.97156,2.404600E-02,5.732765E-02,4.379639E-02,1.177802E-01,2.038178E-02,4.544565E-02
102.10042,29.10646,2.840889E-02,7.182734E-02,5.352942E-02,1.530350E-01,2.293394E-02,5.384345E-02
102.10103,29.24136,3.305143E-02,8.168663E-02,6.428017E-02,1.772776E-01,2.555665E-02,5.965930E-02
102.10165,29.37626,3.810487E-02,8.944547E-02,7.620780E-02,1.957173E-01,2.830587E-02,6.482487E-02
102.10226,29.51115,4.352233E-02,9.822201E-02,8.934131E-02,2.173874E-01,3.121870E-02,7.069077E-02
102.10289,29.64605,5.009015E-02,1.086609E-01,1.054645E-01,2.430985E-01,3.465766E-02,7.749378E-02
102.10351,29.78095,5.760757E-02,1.209307E-01,1.235265E-01,2.742626E-01,3.871063E-02,8.535686E-02
102.10414,29.91585,6.738450E-02,1.382455E-01,1.480582E-01,3.171419E-01,4.349179E-02,9.575579E-02
102.10478,30.05075,7.844000E-02,1.586386E-01,1.742354E-01,3.692164E-01,4.864162E-02,1.070478E-01
102.10542,30.18565,8.069245E-02,1.619208E-01,1.799866E-01,3.780988E-01,4.987421E-02,1.086144E-01
102.10606,30.32054,7.504055E-02,1.493552E-01,1.645377E-01,3.433506E-01,4.723694E-02,1.015540E-01
102.10671,30.45544,6.682888E-02,1.325866E-01,1.451786E-01,3.007194E-01,4.376296E-02,9.245244E-02
102.10736,30.59034,5.879558E-02,1.151011E-01,1.239045E-01,2.542090E-01,4.017745E-02,8.310308E-02
102.10802,30.72524,5.211009E-02,9.909680E-02,1.069149E-01,2.129977E-01,3.695670E-02,7.455067E-02
102.10868,30.86014,4.634659E-02,8.633476E-02,9.292204E-02,1.804250E-01,3.413564E-02,6.742058E-02
102.25321,28.83666,2.245492E-02,5.238611E-02,4.049812E-02,1.068184E-01,1.938060E-02,4.223086E-02
102.25401,28.97156,2.692427E-02,6.838790E-02,5.017110E-02,1.454133E-01,2.210266E-02,5.160395E-02
102.25482,29.10646,3.183630E-02,8.142255E-02,6.149789E-02,1.780262E-01,2.494065E-02,5.898653E-02
102.25563,29.24136,3.716572E-02,8.976232E-02,7.413481E-02,1.978602E-01,2.789925E-02,6.456194E-02
102.25645,29.37626,4.299964E-02,9.841771E-02,8.823206E-02,2.187238E-01,3.105061E-02,7.067256E-02
102.25727,29.51115,5.056304E-02,1.102711E-01,1.067290E-01,2.475966E-01,3.508594E-02,7.866786E-02
102.25810,29.64605,6.018719E-02,1.263695E-01,1.304123E-01,2.888373E-01,4.028982E-02,8.931306E-02
102.25894,29.78095,7.355897E-02,1.488817E-01,1.621758E-01,3.441416E-01,4.710924E-02,1.042743E-01
102.25978,29.91585,8.843404E-02,1.748502E-01,2.013742E-01,4.128933E-01,5.546733E-02,1.212508E-01
102.26062,30.05075,1.094359E-01,2.140904E-01,2.501912E-01,5.088680E-01,6.486543E-02,1.430783E-01
102.26148,30.18565,1.175004E-01,2.301216E-01,2.737263E-01,5.573091E-01,6.738386E-02,1.477549E-01
102.26233,30.32054,1.009385E-01,1.951379E-01,2.291713E-01,4.611264E-01,5.964527E-02,1.269355E-01
102.26320,30.45544,8.486193E-02,1.635203E-01,1.899375E-01,3.807692E-01,5.318869E-02,1.106410E-01
102.26407,30.59034,7.283855E-02,1.401476E-01,1.579929E-01,3.180941E-01,4.745426E-02,9.814887E-02
102.26494,30.72524,6.380354E-02,1.236570E-01,1.359506E-01,2.747553E-01,4.349615E-02,8.943041E-02
102.26582,30.86014,5.586747E-02,1.067476E-01,1.154300E-01,2.305184E-01,3.963378E-02,8.006707E-02
102.26671,30.99504,4.892001E-02,9.132190E-02,9.859531E-02,1.918039E-01,3.607831E-02,7.137179E-02
102.26760,31.12993,4.327923E-02,7.983790E-02,8.482236E-02,1.623534E-01,3.302545E-02,6.445955E-02
102.40621,28.70177,2.045588E-02,4.664242E-02,3.619912E-02,9.382050E-02,1.812706E-02,3.871370E-02
102.40721,28.83666,2.457579E-02,6.164639E-02,4.508447E-02,1.298951E-01,2.079532E-02,4.761061E-02
102.40821,28.97156,2.937274E-02,7.675206E-02,5.586260E-02,1.674833E-01,2.361130E-02,5.605409E-02
102.40922,29.10646,3.448507E-02,8.613312E-02,6.780764E-02,1.900198E-01,2.658730E-02,6.200626E-02
102.41023,29.24136,4.007221E-02,9.405293E-02,8.112662E-02,2.084220E-01,2.961009E-02,6.769723E-02
102.41125,29.37626,4.694814E-02,1.045821E-01,9.801560E-02,2.338461E-01,3.338469E-02,7.511267E-02
102.41228,29.51115,5.693235E-02,1.210943E-01,1.221207E-01,2.750122E-01,3.883631E-02,8.612045E-02
102.41332,29.64605,7.317832E-02,1.495870E-01,1.613866E-01,3.458150E-01,4.737487E-02,1.054378E-01
102.41436,29.78095,9.978375E-02,1.979865E-01,2.264803E-01,4.669185E-01,6.213631E-02,1.388931E-01
102.41541,29.91585,1.392679E-01,2.678116E-01,3.219082E-01,6.433176E-01,8.479458E-02,1.890907E-01
102.41647,30.05075,1.591324E-01,3.002394E-01,3.738546E-01,7.292613E-01,9.567636E-02,2.093295E-01
102.41754,30.18565,1.682837E-01,3.191960E-01,4.001026E-01,7.839986E-01,9.342581E-02,2.037800E-01
102.41861,30.32054,1.430202E-01,2.699315E-01,3.333740E-01,6.538802E-01,7.931285E-02,1.678751E-01
102.41969,30.45544,1.095833E-01,2.054864E-01,2.508259E-01,4.860020E-01,6.505392E-02,1.339474E-01
102.42077,30.59034,9.186687E-02,1.719312E-01,2.073174E-01,4.018232E-01,5.777297E-02,1.177060E-01
102.42187,30.72524,7.777411E-02,1.470901E-01,1.697327E-01,3.337926E-01,5.133635E-02,1.044398E-01
102.42297,30.86014,6.659369E-02,1.278424E-01,1.423834E-01,2.840492E-01,4.578698E-02,9.338748E-02
102.42408,30.99504,5.773329E-02,1.110626E-01,1.194884E-01,2.402004E-01,4.125800E-02,8.362085E-02
102.42520,31.12993,5.165913E-02,9.725120E-02,1.046488E-01,2.055253E-01,3.806344E-02,7.567208E-02
102.42632,31.26483,4.627380E-02,8.581083E-02,9.172919E-02,1.768327E-01,3.509001E-02,6.874702E-02
102.55882,28.56687,1.826937E-02,4.108587E-02,3.149402E-02,8.122666E-02,1.675588E-02,3.515597E-02
102.56001,28.70177,2.198874E-02,5.424076E-02,3.951336E-02,1.129519E-01,1.921060E-02,4.300775E-02
102.56120,28.83666,2.644525E-02,7.042463E-02,4.920794E-02,1.527039E-01,2.198166E-02,5.211940E-02
102.56240,28.97156,3.123195E-02,8.127035E-02,6.020227E-02,1.793325E-01,2.475793E-02,5.857149E-02
102.56361,29.10646,3.624407E-02,8.843698E-02,7.199538E-02,1.956465E-01,2.768253E-02,6.375965E-02
102.56483,29.24136,4.193063E-02,9.643786E-02,8.555299E-02,2.140777E-01,3.084630E-02,6.964117E-02
102.56606,29.37626,4.963558E-02,1.084513E-01,1.044827E-01,2.430436E-01,3.510649E-02,7.796674E-02
102.56729,29.51115,6.149148E-02,1.288686E-01,1.336119E-01,2.948180E-01,4.159642E-02,9.170359E-02
102.56853,29.64605,8.415894E-02,1.702694E-01,1.896635E-01,4.011081E-01,5.431995E-02,1.201711E-01
102.56979,29.78095,1.418880E-01,2.778987E-01,3.264310E-01,6.648037E-01,8.767814E-02,1.990134E-01
102.57105,29.91585,3.011810E-01,5.712461E-01,7.056603E-01,1.392050E+00,1.966983E-01,4.345487E-01
102.57232,30.05075,2.918352E-01,5.365579E-01,6.860343E-01,1.312710E+00,1.822025E-01,3.988199E-01
102.57360,30.18565,2.092529E-01,3.769843E-01,4.943994E-01,9.247227E-01,1.218130E-01,2.552092E-01
102.57488,30.32054,1.806195E-01,3.289534E-01,4.285173E-01,8.093559E-01,1.010367E-01,2.086897E-01
102.57618,30.45544,1.535840E-01,2.833599E-01,3.615983E-01,6.852927E-01,8.695978E-02,1.782885E-01
102.57748,30.59034,1.164381E-01,2.128503E-01,2.689916E-01,5.044870E-01,7.112090E-02,1.431723E-01
102.57879,30.72524,9.364261E-02,1.720031E-01,2.106695E-01,3.996582E-01,6.021498E-02,1.207408E-01
102.58012,30.86014,7.847422E-02,1.469450E-01,1.708902E-01,3.319882E-01,5.286232E-02,1.061748E-01
102.58145,30.99504,6.949322E-02,1.323484E-01,1.487736E-01,2.945405E-01,4.810334E-02,9.742805E-02
102.58279,31.12993,6.210002E-02,1.197362E-01,1.300887E-01,2.613783E-01,4.423257E-02,8.971270E-02
102.58414,31.26483,5.558281E-02,1.060618E-01,1.137517E-01,2.265382E-01,4.057932E-02,8.139211E-02
102.58550,31.39973,4.966014E-02,9.291990E-02,9.980783E-02,1.944675E-01,3.728878E-02,7.356777E-02
102.58686,31.53463,4.395354E-02,8.159747E-02,8.621380E-02,1.660887E-01,3.385851E-02,6.620381E-02
102.71242,28.56687,1.936178E-02,4.701832E-02,3.372603E-02,9.624432E-02,1.753510E-02,3.840896E-02
102.71380,28.70177,2.337384E-02,6.308836E-02,4.243088E-02,1.356298E-01,2.021917E-02,4.763462E-02
102.71519,28.83666,2.787951E-02,7.599685E-02,5.246685E-02,1.679472E-01,2.287685E-02,5.481097E-02
102.71659,28.97156,3.240641E-02,8.314961E-02,6.297646E-02,1.844068E-01,2.559646E-02,5.982955E-02
102.71801,29.10646,3.720219E-02,8.924106E-02,7.421022E-02,1.975178E-01,2.836319E-02,6.457215E-02
102.71943,29.24136,4.281760E-02,9.705685E-02,8.755888E-02,2.153240E-01,3.157350E-02,7.039329E-02
102.72086,29.37626,5.063630E-02,1.090945E-01,1.065367E-01,2.443175E-01,3.595547E-02,7.876211E-02
102.72230,29.51115,6.253519E-02,1.295403E-01,1.360058E-01,2.960503E-01,4.252272E-02,9.257749E-02
102.72375,29.64605,8.505637E-02,1.707718E-01,1.917556E-01,4.019195E-01,5.526119E-02,1.209653E-01
102.72521,29.78095,1.419244E-01,2.774997E-01,3.264171E-01,6.637050E-01,8.829525E-02,1.991677E-01
102.72668,29.91585,2.912535E-01,5.527312E-01,6.780086E-01,1.340623E+00,1.885265E-01,4.191431E-01
102.72816,30.05075,6.182352E-01,1.148541E+00,1.454814E+00,2.812717E+00,4.500361E-01,9.644256E-01
102.72966,30.18565,3.172995E-01,5.724068E-01,7.633864E-01,1.411220E+00,1.995537E-01,4.196129E-01
102.73116,30.32054,2.213580E-01,3.926259E-01,5.297878E-01,9.620842E-01,1.322354E-01,2.678677E-01
102.73267,30.45544,1.972869E-01,3.481341E-01,4.663208E-01,8.539355E-01,1.127305E-01,2.262059E-01
102.73419,30.59034,1.496463E-01,2.656573E-01,3.504366E-01,6.410564E-01,8.853012E-02,1.759293E-01
