#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T15:48:51', checksum=3706478742, kind='mean', investigation_time=1.0, imt='SA(0.1)'"
lon,lat,depth,poe-0.0050000,poe-0.0070015,poe-0.0098041,poe-0.0137286,poe-0.0192240,poe-0.0269192,poe-0.0376948,poe-0.0527836,poe-0.0739125,poe-0.1034991,poe-0.1449289,poe-0.2029427,poe-0.2841789,poe-0.3979333,poe-0.5572227,poe-0.7802743,poe-1.0926116,poe-1.5299748,poe-2.1424109,poe-3.0000000
101.99498,28.90622,0.00000,4.995199E-02,2.840912E-02,1.513463E-02,7.547620E-03,3.519448E-03,1.530677E-03,6.194471E-04,2.325054E-04,8.120342E-05,2.654458E-05,8.228647E-06,2.469438E-06,7.121801E-07,1.847956E-07,3.945139E-08,6.912757E-09,1.161623E-09,1.806999E-10,4.401368E-11,1.445677E-11
101.99519,29.04111,0.00000,4.199970E-02,2.356593E-02,1.243541E-02,6.182481E-03,2.903038E-03,1.293631E-03,5.518837E-04,2.288460E-04,9.451126E-05,3.950710E-05,1.672408E-05,6.957469E-06,2.703298E-06,9.342172E-07,2.696443E-07,6.374165E-08,1.258787E-08,2.552361E-09,4.559422E-10,7.450152E-11
101.99538,29.17601,0.00000,3.469123E-02,1.925045E-02,1.011614E-02,5.064628E-03,2.438986E-03,1.149460E-03,5.434447E-04,2.657401E-04,1.367588E-04,7.325999E-05,3.946422E-05,2.051967E-05,9.949417E-06,4.376634E-06,1.710476E-06,5.834897E-07,1.669969E-07,4.182899E-08,1.108075E-08,2.816596E-09
101.99559,29.31091,0.00000,2.825024E-02,1.558138E-02,8.224490E-03,4.204222E-03,2.120611E-03,1.085704E-03,5.823554E-04,3.341354E-04,2.031791E-04,1.266663E-04,7.794110E-05,4.593853E-05,2.544670E-05,1.306114E-05,6.140669E-06,2.600548E-06,9.755065E-07,3.140314E-07,8.364707E-08,1.931861E-08
101.99580,29.44581,0.00000,2.277902E-02,1.258999E-02,6.754483E-03,3.578395E-03,1.919572E-03,1.071956E-03,6.352275E-04,3.976251E-04,2.556820E-04,1.629508E-04,9.983747E-05,5.751454E-05,3.066183E-05,1.492327E-05,6.525086E-06,2.521624E-06,8.429769E-07,2.357090E-07,6.088145E-08,1.405533E-08
101.99600,29.58071,0.00000,1.827897E-02,1.023632E-02,5.658458E-03,3.148860E-03,1.803248E-03,1.079453E-03,6.752547E-04,4.330130E-04,2.764460E-04,1.706742E-04,9.958875E-05,5.394854E-05,2.674406E-05,1.196359E-05,4.744758E-06,1.639262E-06,4.813240E-07,1.242651E-07,3.077683E-08,6.674128E-09
101.99621,29.71560,0.00000,1.474768E-02,8.459909E-03,4.866229E-03,2.853362E-03,1.726212E-03,1.079416E-03,6.887521E-04,4.386258E-04,2.718401E-04,1.602673E-04,8.825165E-05,4.468187E-05,2.051211E-05,8.399619E-06,3.015791E-06,9.272396E-07,2.440742E-07,5.964231E-08,1.390601E-08,2.858689E-09
101.99641,29.85050,0.00000,1.205277E-02,7.154380E-03,4.305204E-03,2.649160E-03,1.670382E-03,1.069615E-03,6.834723E-04,4.267547E-04,2.549838E-04,1.431452E-04,7.435015E-05,3.520442E-05,1.495759E-05,5.608741E-06,1.818600E-06,4.990268E-07,1.191173E-07,2.745695E-08,6.018583E-09,1.213190E-09
101.99663,29.98540,0.00000,1.003029E-02,6.205755E-03,3.904215E-03,2.500987E-03,1.622056E-03,1.050501E-03,6.671186E-04,4.076845E-04,2.355629E-04,1.267385E-04,6.258269E-05,2.792357E-05,1.106440E-05,3.814568E-06,1.115591E-06,2.741444E-07,5.941685E-08,1.258501E-08,2.467031E-09,4.584174E-10
101.99684,30.12030,0.00000,8.559677E-03,5.522547E-03,3.613027E-03,2.387102E-03,1.577335E-03,1.027394E-03,6.484849E-04,3.902473E-04,2.207171E-04,1.158528E-04,5.572034E-05,2.419872E-05,9.335545E-06,3.135378E-06,8.920476E-07,2.150605E-07,4.671470E-08,9.856569E-09,1.887833E-09,3.161186E-10
