#,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T15:48:51', checksum=3706478742, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(0.1)-0.002105,SA(0.1)-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
101.99498,28.90622,1.482179E-02,2.605153E-02,2.366517E-02,4.365737E-02,1.507460E-02,2.714097E-02
101.99518,29.04111,1.398448E-02,2.511001E-02,2.197816E-02,4.247097E-02,1.443360E-02,2.600866E-02
101.99538,29.17601,1.320348E-02,2.497722E-02,2.053371E-02,4.333947E-02,1.379196E-02,2.493568E-02
101.99559,29.31091,1.252998E-02,2.581009E-02,1.929558E-02,4.704629E-02,1.309381E-02,2.404110E-02
101.99579,29.44581,1.193440E-02,2.679470E-02,1.828921E-02,5.218373E-02,1.237753E-02,2.311839E-02
101.99600,29.58071,1.136389E-02,2.712898E-02,1.750893E-02,5.560283E-02,1.163621E-02,2.213126E-02
101.99621,29.71561,1.078164E-02,2.671174E-02,1.683159E-02,5.592823E-02,1.092272E-02,2.114919E-02
101.99642,29.85050,1.021810E-02,2.599888E-02,1.623764E-02,5.470870E-02,1.024032E-02,2.025080E-02
101.99663,29.98540,9.697186E-03,2.533197E-02,1.569762E-02,5.307861E-02,9.533338E-03,1.950093E-02
101.99684,30.12030,9.233843E-03,2.492994E-02,1.520571E-02,5.158552E-02,8.840757E-03,1.892157E-02
101.99705,30.25520,8.798765E-03,2.465527E-02,1.467794E-02,5.005667E-02,8.246671E-03,1.852120E-02
101.99727,30.39010,8.420479E-03,2.422434E-02,1.413049E-02,4.787043E-02,7.718497E-03,1.841848E-02
101.99749,30.52500,8.092202E-03,2.355359E-02,1.354856E-02,4.497660E-02,7.297071E-03,1.859056E-02
101.99770,30.65989,7.908297E-03,2.290899E-02,1.302480E-02,4.195580E-02,7.174154E-03,1.928107E-02
101.99792,30.79479,7.910743E-03,2.247091E-02,1.264288E-02,3.939364E-02,7.427780E-03,2.032920E-02
101.99815,30.92969,8.077200E-03,2.235490E-02,1.244694E-02,3.746673E-02,7.997494E-03,2.162563E-02
101.99837,31.06459,8.414330E-03,2.259123E-02,1.245537E-02,3.610159E-02,8.997812E-03,2.316016E-02
101.99859,31.19949,8.868977E-03,2.317980E-02,1.266481E-02,3.555791E-02,1.003932E-02,2.478311E-02
101.99882,31.33438,9.415493E-03,2.413070E-02,1.308556E-02,3.595857E-02,1.094891E-02,2.641557E-02
101.99905,31.46928,1.003126E-02,2.535068E-02,1.370363E-02,3.706756E-02,1.182261E-02,2.799224E-02
101.99927,31.60418,1.069560E-02,2.679833E-02,1.448698E-02,3.886439E-02,1.268584E-02,2.953556E-02
101.99950,31.73908,1.141802E-02,2.837576E-02,1.544664E-02,4.127112E-02,1.353360E-02,3.106967E-02
101.99974,31.87398,1.219539E-02,3.006925E-02,1.656760E-02,4.412327E-02,1.432678E-02,3.259857E-02
101.99997,32.00888,1.297541E-02,3.176415E-02,1.777057E-02,4.714732E-02,1.505475E-02,3.402898E-02
102.14908,28.90622,1.729362E-02,3.001769E-02,2.897343E-02,5.269491E-02,1.657910E-02,2.963553E-02
102.14948,29.04111,1.616339E-02,2.879810E-02,2.670523E-02,5.052082E-02,1.580954E-02,2.839833E-02
102.14989,29.17601,1.523652E-02,2.867016E-02,2.472518E-02,5.137820E-02,1.507094E-02,2.730635E-02
102.15029,29.31091,1.450563E-02,3.046971E-02,2.323299E-02,5.777512E-02,1.439653E-02,2.641161E-02
102.15070,29.44581,1.389745E-02,3.376116E-02,2.216198E-02,7.011572E-02,1.371849E-02,2.555855E-02
102.15112,29.58071,1.334762E-02,3.603145E-02,2.139646E-02,7.954804E-02,1.292312E-02,2.461956E-02
102.15153,29.71561,1.280154E-02,3.605964E-02,2.080845E-02,8.099813E-02,1.215136E-02,2.361259E-02
102.15195,29.85050,1.224492E-02,3.479314E-02,2.032001E-02,7.810108E-02,1.141698E-02,2.265630E-02
102.15237,29.98540,1.171798E-02,3.341231E-02,1.990028E-02,7.449520E-02,1.069572E-02,2.184007E-02
102.15280,30.12030,1.125534E-02,3.262178E-02,1.946970E-02,7.173856E-02,1.006322E-02,2.129945E-02
102.15322,30.25520,1.082104E-02,3.240319E-02,1.891934E-02,6.996422E-02,9.493043E-03,2.102658E-02
102.15366,30.39010,1.043229E-02,3.159816E-02,1.823366E-02,6.649188E-02,9.030417E-03,2.102324E-02
