#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.13.0-git5456bd25a7', start_date='2021-09-29T16:09:23', checksum=1834546322, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0050000,poe-0.0070015,poe-0.0098041,poe-0.0137286,poe-0.0192240,poe-0.0269192,poe-0.0376948,poe-0.0527836,poe-0.0739125,poe-0.1034991,poe-0.1449289,poe-0.2029427,poe-0.2841789,poe-0.3979333,poe-0.5572227,poe-0.7802743,poe-1.0926116,poe-1.5299748,poe-2.1424109,poe-3.0000000
101.99498,28.90622,0.00000,3.640741E-02,2.077750E-02,1.122220E-02,5.706545E-03,2.715808E-03,1.201280E-03,4.875730E-04,1.775023E-04,5.557978E-05,1.403763E-05,2.631775E-06,2.777448E-07,1.438358E-08,2.299108E-09,3.328881E-10,6.638290E-11,2.126643E-11,5.366152E-12,8.593126E-13,6.850076E-14
101.99519,29.04111,0.00000,3.595803E-02,2.106324E-02,1.176531E-02,6.240819E-03,3.125670E-03,1.469340E-03,6.411945E-04,2.545445E-04,8.887332E-05,2.589482E-05,5.982143E-06,9.869443E-07,1.145915E-07,2.135584E-08,4.180350E-09,7.305327E-10,1.161949E-10,2.550105E-11,5.704659E-12,6.825651E-13
101.99538,29.17601,0.00000,3.659013E-02,2.211438E-02,1.283618E-02,7.125705E-03,3.762835E-03,1.877165E-03,8.772612E-04,3.773090E-04,1.461090E-04,4.940472E-05,1.429714E-05,3.637006E-06,8.683857E-07,2.368049E-07,6.202687E-08,1.638395E-08,4.126036E-09,8.655868E-10,1.281092E-10,8.774648E-12
101.99559,29.31091,0.00000,3.818260E-02,2.388255E-02,1.443110E-02,8.382636E-03,4.653587E-03,2.448707E-03,1.210971E-03,5.566982E-04,2.347843E-04,8.991342E-05,3.135737E-05,1.051265E-05,3.575565E-06,1.286985E-06,4.336812E-07,1.222700E-07,2.922140E-08,5.353425E-09,6.094601E-10,3.741751E-11
101.99580,29.44581,0.00000,4.057121E-02,2.632499E-02,1.654128E-02,1.001172E-02,5.790294E-03,3.168415E-03,1.622753E-03,7.692137E-04,3.323338E-04,1.291489E-04,4.451031E-05,1.375155E-05,3.999404E-06,1.167622E-06,3.426966E-07,9.215407E-08,2.196068E-08,4.271446E-09,5.485208E-10,3.931089E-11
101.99600,29.58071,0.00000,4.394236E-02,2.953166E-02,1.922831E-02,1.205356E-02,7.207592E-03,4.061362E-03,2.129432E-03,1.025468E-03,4.462674E-04,1.721988E-04,5.745658E-05,1.603786E-05,3.760151E-06,7.716052E-07,1.889670E-07,4.797439E-08,1.067968E-08,1.918020E-09,2.355315E-10,1.716893E-11
101.99621,29.71560,0.00000,4.820831E-02,3.344057E-02,2.246071E-02,1.450748E-02,8.924970E-03,5.160437E-03,2.768309E-03,1.357085E-03,5.991602E-04,2.333016E-04,7.810519E-05,2.132341E-05,4.484752E-06,6.532466E-07,9.374792E-08,2.216233E-08,4.653734E-09,8.389669E-10,1.197422E-10,1.331857E-11
101.99641,29.85050,0.00000,5.392845E-02,3.863943E-02,2.679484E-02,1.787135E-02,1.135857E-02,6.792921E-03,3.768469E-03,1.911093E-03,8.724807E-04,3.524392E-04,1.227313E-04,3.539583E-05,7.748432E-06,1.117722E-06,6.818863E-08,9.812557E-09,2.000374E-09,3.785440E-10,6.447887E-11,7.719048E-12
101.99663,29.98540,0.00000,5.934351E-02,4.362146E-02,3.100818E-02,2.119971E-02,1.382417E-02,8.499877E-03,4.857813E-03,2.542495E-03,1.199976E-03,5.018371E-04,1.816116E-04,5.514790E-05,1.301262E-05,2.089690E-06,1.307947E-07,4.154044E-09,7.722355E-10,1.371203E-10,2.143374E-11,2.353895E-12
101.99684,30.12030,0.00000,6.274728E-02,4.673084E-02,3.359998E-02,2.321041E-02,1.528955E-02,9.500311E-03,5.494376E-03,2.912342E-03,1.393344E-03,5.911597E-04,2.175594E-04,6.744199E-05,1.653950E-05,2.816608E-06,2.084222E-07,3.194583E-09,5.422568E-10,8.148793E-11,1.360823E-11,2.111089E-12
101.99706,30.25520,0.00000,6.310934E-02,4.693549E-02,3.361984E-02,2.308258E-02,1.508000E-02,9.279496E-03,5.307800E-03,2.780126E-03,1.312935E-03,5.491363E-04,1.985996E-04,6.034926E-05,1.434990E-05,2.357154E-06,1.669254E-07,6.924230E-09,1.495793E-09,2.713315E-10,3.961931E-11,4.652168E-12
101.99727,30.39010,0.00000,6.064979E-02,4.456393E-02,3.143301E-02,2.117589E-02,1.352446E-02,8.107272E-03,4.503093E-03,2.285477E-03,1.041754E-03,4.185456E-04,1.440425E-04,4.095411E-05,8.771978E-06,1.230345E-06,5.573056E-08,4.200441E-09,8.412573E-10,1.577966E-10,2.586287E-11,2.583378E-12
101.99749,30.52500,0.00000,5.737762E-02,4.158472E-02,2.884392E-02,1.903754E-02,1.187059E-02,6.923071E-03,3.732389E-03,1.832584E-03,8.045444E-04,3.082257E-04,9.974248E-05,2.580695E-05,4.798912E-06,5.084575E-07,1.279577E-08,1.684366E-09,2.727957E-10,3.832790E-11,3.816836E-12,1.882938E-13
101.99770,30.65989,0.00000,5.352536E-02,3.821843E-02,2.604318E-02,1.683334E-02,1.024484E-02,5.817128E-03,3.046112E-03,1.447408E-03,6.106478E-04,2.219145E-04,6.653891E-05,1.527768E-05,2.362863E-06,1.609661E-07,3.794956E-09,5.845647E-10,7.915890E-11,9.152235E-12,8.075762E-13,6.139533E-14
101.99792,30.79479,0.00000,4.948110E-02,3.478811E-02,2.328614E-02,1.474875E-02,8.774600E-03,4.862144E-03,2.479169E-03,1.141718E-03,4.620030E-04,1.583252E-04,4.335045E-05,8.671523E-06,1.029318E-06,3.452394E-08,1.150103E-09,1.511800E-10,2.132416E-11,3.663514E-12,5.209166E-13,3.008704E-14
101.99815,30.92969,0.00000,4.610138E-02,3.198282E-02,2.109385E-02,1.314217E-02,7.683485E-03,4.178016E-03,2.086136E-03,9.354348E-04,3.648804E-04,1.184842E-04,2.992475E-05,5.264865E-06,4.684536E-07,6.935637E-09,2.767441E-10,4.029066E-11,9.051093E-12,1.864064E-12,2.221556E-13,5.662137E-15
101.99837,31.06459,0.00000,4.265967E-02,2.915232E-02,1.892368E-02,1.159562E-02,6.663464E-03,3.557727E-03,1.739098E-03,7.579356E-04,2.841395E-04,8.713424E-05,2.026556E-05,3.127303E-06,2.123600E-07,6.880235E-09,7.736956E-11,1.522205E-11,3.786638E-12,7.349676E-13,5.795364E-14,0.000000E+00
101.99859,31.19949,0.00000,3.930585E-02,2.644250E-02,1.688716E-02,1.018050E-02,5.753248E-03,3.018103E-03,1.443664E-03,6.111828E-04,2.202731E-04,6.409064E-05,1.400924E-05,2.019753E-06,1.726708E-07,1.650205E-08,8.156894E-10,5.733525E-12,1.360023E-12,2.788880E-13,3.663736E-14,0.000000E+00
