lon,lat
104.570572,31.315321
104.57253741666666,31.310629416666668
104.57450283333333,31.305937833333335
104.57646825,31.301246250000002
104.57843366666667,31.29655466666667
104.58039908333333,31.291863083333336
104.5823645,31.2871715
104.58432991666666,31.282479916666666
104.58629533333333,31.277788333333334
104.58826074999999,31.27309675
104.59022616666667,31.268405166666668
104.59219158333333,31.263713583333335
104.594157,31.259022
104.5958308,31.2536962
104.5975046,31.2483704
104.5991784,31.2430446
104.60085219999999,31.2377188
104.602526,31.232393
104.6027795,31.22681383333333
104.603033,31.221234666666664
104.6032865,31.215655499999997
104.60354,31.210076333333333
104.6037935,31.204497166666666
104.604047,31.198918
104.60724239999999,31.193440199999998
104.6104378,31.1879624
104.6136332,31.1824846
104.6168286,31.1770068
104.620024,31.171529
104.62408166666667,31.165949666666666
104.62813933333334,31.160370333333333
104.632197,31.154791
104.63388777777779,31.149888
104.63557855555555,31.144985
104.63726933333334,31.140082
104.63896011111112,31.135179
104.64065088888889,31.130276
104.64234166666667,31.125373
104.64403244444445,31.12047
104.64572322222222,31.115567
104.647414,31.110664
104.647414,31.110664
104.64722375,31.105338375
104.64703349999999,31.10001275
104.64684325,31.094687125
104.646653,31.089361500000003
104.64646275,31.084035875
104.64627250000001,31.07871025
104.64608225,31.073384625000003
104.645892,31.068059
104.64428588888889,31.063071444444446
104.64267977777779,31.05808388888889
104.64107366666667,31.053096333333336
104.63946755555556,31.04810877777778
104.63786144444445,31.043121222222222
104.63625533333334,31.038133666666667
104.63464922222222,31.03314611111111
104.63304311111112,31.028158555555557
104.631437,31.023171
104.62950036363637,31.01846781818182
104.62756372727273,31.01376463636364
104.62562709090909,31.009061454545456
104.62369045454545,31.004358272727274
104.62175381818182,30.99965509090909
104.61981718181819,30.99495190909091
104.61788054545455,30.99024872727273
104.61594390909092,30.985545545454546
104.61400727272728,30.980842363636363
104.61207063636364,30.976139181818183
104.610134,30.971436
104.60946825,30.96601525
104.6088025,30.9605945
104.60813675,30.95517375
104.607471,30.949753
104.60680525000001,30.944332250000002
104.60613950000001,30.938911500000003
104.60547375,30.93349075
104.604808,30.92807
104.6039886923077,30.92321253846154
104.60316938461538,30.918355076923078
104.60235007692307,30.913497615384617
104.60153076923078,30.908640153846154
104.60071146153847,30.903782692307693
104.59989215384616,30.898925230769233
104.59907284615385,30.89406776923077
104.59825353846153,30.88921030769231
104.59743423076922,30.88435284615385
104.59661492307693,30.879495384615385
104.59579561538462,30.874637923076925
104.5949763076923,30.86978046153846
104.594157,30.864923
104.5909235,30.860358125
104.58769,30.85579325
104.58445649999999,30.851228375
104.581223,30.8466635
104.5779895,30.842098625
104.574756,30.83753375
104.57152249999999,30.832968875
104.568289,30.828404
104.56644133333333,30.823748619047617
104.56459366666667,30.81909323809524
104.56274599999999,30.814437857142856
104.56089833333333,30.809782476190474
104.55905066666666,30.805127095238095
104.557203,30.800471714285713
104.55535533333332,30.79581633333333
104.55350766666666,30.791160952380952
104.55166,30.78650557142857
104.54981233333334,30.781850190476188
104.54796466666666,30.77719480952381
104.546117,30.772539428571427
104.54426933333333,30.767884047619045
104.54242166666667,30.763228666666667
104.54057399999999,30.758573285714284
104.53872633333333,30.753917904761902
104.53872633333333,30.753917904761902
104.53687866666667,30.749262523809524
104.535031,30.74460714285714
104.53318333333333,30.73995176190476
104.53133566666666,30.73529638095238
104.529488,30.730641
104.52734390909092,30.726266318181818
104.52519981818182,30.721891636363637
104.52305572727273,30.717516954545452
104.52091163636364,30.71314227272727
104.51876754545455,30.70876759090909
104.51662345454545,30.70439290909091
104.51447936363637,30.700018227272725
104.51233527272727,30.695643545454544
104.51019118181819,30.691268863636363
104.50804709090909,30.686894181818182
104.505903,30.682519499999998
104.50375890909092,30.678144818181817
104.50161481818182,30.673770136363636
104.49947072727274,30.669395454545455
104.49732663636364,30.665020772727274
104.49518254545455,30.66064609090909
104.49303845454546,30.65627140909091
104.49089436363637,30.651896727272728
104.48875027272727,30.647522045454547
104.48660618181819,30.643147363636363
104.48446209090909,30.638772681818182
104.482318,30.634398
104.47947961538462,30.63000876923077
104.47664123076923,30.62561953846154
104.47380284615384,30.621230307692308
104.47096446153847,30.616841076923077
104.46812607692308,30.612451846153846
104.4652876923077,30.608062615384615
104.46244930769231,30.603673384615387
104.45961092307692,30.599284153846156
104.45677253846154,30.594894923076925
104.45393415384616,30.590505692307694
104.45109576923078,30.586116461538463
104.44825738461539,30.581727230769232
104.445419,30.577338
104.44172364285714,30.573316571428574
104.43802828571428,30.569295142857143
104.43433292857142,30.565273714285716
104.43063757142858,30.561252285714286
104.42694221428572,30.55723085714286
104.42324685714286,30.553209428571428
104.4195515,30.549188
104.41585614285714,30.545166571428574
104.41216078571428,30.541145142857143
104.40846542857142,30.537123714285716
104.40477007142857,30.533102285714286
104.40107471428571,30.52908085714286
104.39737935714285,30.525059428571428
104.393684,30.521038
104.38993846153845,30.517234000000002
104.38619292307692,30.51343
104.38244738461538,30.509626
104.37870184615385,30.505822
104.3749563076923,30.502018
104.37121076923077,30.498214
104.36746523076923,30.49441
104.3637196923077,30.490606
104.35997415384615,30.486802
104.35622861538462,30.482998
104.35248307692308,30.479194
104.34873753846155,30.475389999999997
104.344992,30.471586
104.3411119,30.467629799999997
104.3372318,30.4636736
104.33335170000001,30.4597174
104.3294716,30.455761199999998
104.3255915,30.451805
104.3217114,30.4478488
104.3178313,30.443892599999998
104.3139512,30.439936399999997
104.3139512,30.439936399999997
104.3100711,30.4359802
104.306191,30.432024
104.30409875,30.426793375
104.3020065,30.42156275
