CHN0	set_3	0	2.204571086556795	7.1
CHN0	set_3	1	2.2544927517829176	7.1
CHN0	set_3	2	2.2544927517829176	7.1
CHN0	set_3	3	1.1195739930571305	6.9
CHN0	set_3	4	1.1195739930571305	6.9
CHN0	set_3	5	1.115538627574912	6.7
CHN0	set_3	6	1.0550063474330147	7.1
CHN0	set_3	7	1.0550063474330147	7.1
CHN0	set_3	8	1.0550063474330147	7.1
CHN0	set_3	9	13.120463054610646	9.6
CHN0	set_3	10	13.120463054610646	9.6
CHN0	set_3	11	13.120463054610646	9.6
CHN0	set_3	12	13.120463054610646	9.6
CHN0	set_3	13	13.120463054610646	9.6
CHN0	set_3	14	15.960275358963822	9.6
CHN0	set_3	15	15.960275358963822	9.6
CHN0	set_3	16	15.960275358963822	9.6
CHN0	set_3	17	15.960275358963822	9.6
CHN0	set_3	18	15.960275358963822	9.6
CHN0	set_3	19	14.56844116553778	9.6
CHN0	set_3	20	14.56844116553778	9.6
CHN0	set_3	21	14.56844116553778	9.6
CHN0	set_3	22	14.56844116553778	9.6
CHN0	set_3	23	14.56844116553778	9.6
CHN0	set_3	24	13.50264132766508	9.6
CHN0	set_3	25	13.50264132766508	9.6
CHN0	set_3	26	13.50264132766508	9.6
CHN0	set_3	27	13.50264132766508	9.6
CHN0	set_3	28	13.50264132766508	9.6
CHN0	set_3	29	15.514748508947154	9.6
CHN0	set_3	30	15.514748508947154	9.6
CHN0	set_3	31	15.514748508947154	9.6
CHN0	set_3	32	15.514748508947154	9.6
CHN0	set_3	33	15.514748508947154	9.6
CHN0	set_3	34	8.753025101304795	9.6
CHN0	set_3	35	8.753025101304795	9.6
CHN0	set_3	36	8.753025101304795	9.6
CHN0	set_3	37	8.753025101304795	9.6
CHN0	set_3	38	10.505656764850006	9.6
CHN0	set_3	39	10.505656764850006	9.6
CHN0	set_3	40	10.505656764850006	9.6
CHN0	set_3	41	10.505656764850006	9.6
CHN0	set_3	42	13.293069673994829	9.6
CHN0	set_3	43	13.293069673994829	9.6
