0	5.0
1	5.0
2	5.0
3	5.0
4	5.0
5	5.0
6	6.0
7	6.0
8	6.0
9	6.0
10	6.0
11	6.0
12	4.3
13	4.3
14	4.3
15	4.3
16	4.3
17	4.3
18	4.6
19	4.6
20	4.6
21	4.6
22	4.6
23	4.6
24	6.2
25	6.2
26	6.2
27	6.2
28	6.2
29	6.2
30	4.6
31	4.6
32	4.6
33	4.6
34	4.6
35	4.6
36	6.2
37	6.2
38	6.2
39	6.2
40	6.2
41	6.2
42	0.8
43	0.8
44	0.8
45	0.8
46	0.8
47	0.8
48	1.0
49	1.0
50	1.0
51	1.0
52	1.0
53	8.0
54	8.0
55	8.0
56	8.0
57	8.0
58	10.0
59	10.0
60	10.0
61	10.0
62	10.0
63	10.0
64	1.1
65	1.1
66	1.1
67	0.6
68	0.6
69	3.0805843601498726
70	3.0805843601498726
71	3.0805843601498726
72	0.2
73	0.2
74	0.2
75	0.4
76	0.4
77	0.4
78	0.4
79	0.4
80	0.4
81	0.4
82	1.0
83	1.0
84	1.0
85	0.2
86	0.2
87	0.2
88	0.2
89	0.2
90	0.2
91	8.06225774829855
92	8.06225774829855
93	8.06225774829855
94	1.0
95	1.0
96	1.0
97	1.0
98	10.0
99	10.0
100	10.0
101	10.0
102	10.0
103	0.2
104	0.2
105	0.2
106	0.2
107	0.2
108	0.2
109	0.2
110	0.2
111	0.2
112	0.1
113	0.1
114	0.1
115	0.1
116	0.1
117	0.1
118	10.0
119	10.0
120	10.0
121	10.0
122	10.0
123	8.0
124	8.0
125	8.0
126	8.0
127	8.0
128	8.0
129	8.06225774829855
130	8.06225774829855
131	8.06225774829855
132	8.06225774829855
133	8.06225774829855
134	8.06225774829855
135	8.06225774829855
136	8.06225774829855
137	8.06225774829855
138	8.06225774829855
139	8.06225774829855
140	0.2
141	0.2
142	1.0
143	1.0
144	1.0
145	1.0
146	0.6
147	0.6
148	0.6
149	3.0805843601498726
150	3.0805843601498726
151	3.0805843601498726
152	0.5
153	0.5
154	0.5
155	0.5
156	5.0990195135927845
157	5.0990195135927845
158	5.0
159	5.0
160	5.0
161	3.2802438933713454
162	2.0
163	2.0
164	2.0
165	3.2
166	3.2
167	3.2
168	3.2
169	3.2
170	3.2
171	8.0
172	8.0
173	8.0
174	8.0
175	8.0
176	8.0
177	1.5
178	1.5
179	1.5
180	1.5
181	1.5
182	6.0
183	6.0
184	6.0
185	6.0
186	6.0
187	6.0
188	5.0
189	0.05
190	0.05
191	0.05
192	0.05
193	0.05
194	0.05
195	0.1
196	1.0
197	1.0
198	1.0
199	1.0
200	1.0
201	1.0
202	1.5132745950421556
203	1.5132745950421556
204	1.5132745950421556
205	1.5132745950421556
206	1.5132745950421556
207	1.5132745950421556
208	1.5074813431681335
209	1.5074813431681335
210	1.5074813431681335
211	1.5074813431681335
212	1.5074813431681335
213	1.5074813431681335
214	0.5
215	0.5
216	0.5
217	0.5
218	0.5
219	0.5
220	0.5
221	0.5
222	0.5
223	0.5
224	0.5
225	0.1
226	0.1
227	0.1
228	0.1
229	0.1
230	0.1
231	1.0
232	1.0
233	1.0
234	1.0
235	1.0
236	1.0
237	1.0
238	1.0
239	1.0
240	0.4
241	0.4
242	0.4
243	0.4
244	0.4
245	0.4
246	0.6
247	0.6
248	1.0
249	1.0
250	1.0
251	1.5
252	1.5
253	1.5
254	1.5
255	1.5
256	1.5
257	6.0
258	6.0
259	6.0
260	6.0
261	6.0
262	6.0
